voyage_route,waveh,bf,tw_head_beam_tail,tw_direction_index,tc_head_beam_tail,tc_direction_index,twspeed,tcspeed,slip,stw,sog,poweravgkw,me_foc_hfo,rpm
1.0,0.6242,2,Head,ESE,Head,NNW,4.3895,0.45,0.0,0.45,0.0,0.0,49.7,0.0
1.0,0.9693,2,Head,SE,Head,NNW,5.8683,0.42,0.0,0.42,0.0,0.0,18.5,0.0
1.0,0.5567,2,Head,SE,Head,NNW,4.1,0.44,0.0,0.44,0.0,0.0,19.3,0.0
1.0,0.958,2,Head,SE,Head,NNW,5.8199,0.42,0.0,0.42,0.0,0.0,20.7,0.0
1.0,0.9718,2,Head,SE,Head,NNW,5.879,0.36,0.0,0.36,0.0,0.0,18.4,0.0
1.0,0.8604,2,Head,SE,Head,NNW,5.4016,0.46,0.0,0.46,0.0,0.0,17.2,0.0
1.0,0.9517,2,Head,SE,Head,NNW,5.7932,0.46,0.0,0.46,0.0,0.0,16.7,0.0
1.0,0.4546,2,Head,SE,Head,NNW,3.6624,0.45,0.0,0.45,0.0,0.0,18.1,0.0
1.0,0.5474,2,Head,SE,Head,NNW,4.0602,0.44,0.0,0.44,0.0,0.0,21.9,0.0
1.0,0.5064,2,Head,SE,Head,NNW,3.8844,0.42,0.0,0.42,0.0,0.0,21.3,0.0
1.0,0.8243,2,Head,SE,Head,WNW,5.2472,0.5585,0.0,0.42,0.3,0.0,17.2,0.0
1.0,0.6344,2,Head,SE,Head,WNW,4.4332,0.5069,0.0,0.46,0.3,0.0,18.0,0.0
1.0,1.1091,3,Head,SSE,Head,NNW,6.8725,0.2951,0.0,0.33,0.1,0.0,17.7,0.0
1.0,0.9904,2,Head,SSE,Head,NNW,5.9587,0.2425,0.0,0.27,0.1,0.0,20.9,0.0
1.0,1.1819,3,Head,S,Head,NNW,7.4554,0.2972,0.0,0.32,0.1,0.0,18.2,0.0
1.0,1.1371,3,Head,S,Head,N,7.0967,0.29,0.0,0.29,0.0,0.0,18.8,0.0
1.0,0.8,2,Head,S,Head,N,5.1428,0.3,0.0,0.3,0.0,0.0,17.9,0.0
1.0,0.7139,2,Head,S,Head,N,4.774,0.28,0.0,0.28,0.0,0.0,17.7,0.0
1.0,1.215,3,Head,S,Head,N,7.7198,0.25,0.0,0.25,0.0,0.0,21.4,0.0
1.0,1.4735,3,Head,S,Head,N,9.788,0.32,0.0,0.32,0.0,0.0,20.6,0.0
1.0,1.063,3,Head,S,Head,N,6.5037,0.3,0.0,0.3,0.0,0.0,17.3,0.0
1.0,1.177,3,Head,S,Head,N,7.4156,0.36,0.0,0.36,0.0,0.0,18.5,0.0
1.0,1.2536,3,Head,S,Head,N,8.029,0.33,0.0,0.33,0.0,0.0,19.2,0.0
1.0,1.4698,3,Head,S,Head,N,9.7585,0.35,0.0,0.35,0.0,0.0,19.8,0.0
1.0,1.6575,4,Head,S,Head,N,10.9451,0.33,0.0,0.33,0.0,0.0,18.7,0.0
1.0,1.4481,3,Head,S,Head,N,9.5849,0.33,0.0,0.33,0.0,0.0,19.6,0.0
1.0,1.1577,3,Head,S,Head,N,7.2618,0.32,0.0,0.32,0.0,0.0,230.4,0.0
1.0,1.3764,3,Head,S,Head,N,9.0113,0.32,0.0,0.32,0.0,0.0,142.5,0.0
1.0,1.4749,3,Head,S,Head,N,9.7992,0.31,0.0,0.31,0.0,0.0,15.2,0.0
1.0,1.6302,4,Head,S,Head,N,10.7811,0.3,0.0,0.3,0.0,0.0,19.1,0.0
1.0,1.5364,4,Head,S,Head,N,10.2184,0.28,0.0,0.28,0.0,0.0,18.3,0.0
1.0,1.4569,3,Head,S,Head,N,9.6551,0.26,0.0,0.26,0.0,0.0,18.2,0.0
1.0,1.7339,4,Head,S,Head,N,11.4031,0.26,0.0,0.26,0.0,0.0,16.5,0.0
1.0,1.7389,4,Head,S,Head,N,11.4334,0.23,0.0,0.23,0.0,0.0,16.9,0.0
1.0,1.4081,3,Head,S,Head,N,9.265,0.26,0.0,0.26,0.0,0.0,18.3,0.0
1.0,1.8925,4,Head,S,Head,N,12.355,0.28,0.0,0.28,0.0,0.0,20.6,0.0
1.0,1.8568,4,Head,S,Head,N,12.1408,0.3,0.0,0.3,0.0,0.0,18.2,0.0
1.0,1.9574,4,Head,S,Head,N,12.7442,0.28,0.0,0.28,0.0,0.0,17.0,0.0
1.0,1.8311,4,Head,S,Head,N,11.9864,0.26,0.0,0.26,0.0,0.0,16.8,0.0
1.0,2.0221,4,Head,S,Head,N,13.1329,0.28,0.0,0.28,0.0,0.0,17.3,0.0
1.0,2.15,4,Head,S,Head,N,13.9003,0.29,0.0,0.29,0.0,0.0,19.5,0.0
1.0,2.2181,4,Head,S,Head,N,14.3088,0.27,0.0,0.27,0.0,0.0,19.4,0.0
1.0,2.1858,4,Head,S,Head,N,14.1146,0.27,0.0,0.27,0.0,0.0,19.6,0.0
1.0,1.8278,4,Head,S,Head,N,11.9669,0.28,0.0,0.28,0.0,0.0,17.3,0.0
1.0,2.1196,4,Head,S,Head,N,13.7178,0.28,0.0,0.28,0.0,0.0,18.0,0.0
1.0,1.8927,4,Head,S,Head,N,12.3561,0.28,0.0,0.28,0.0,0.0,19.0,0.0
1.0,1.8601,4,Head,S,Head,N,12.1606,0.28,0.0,0.28,0.0,0.0,20.2,0.0
1.0,2.2184,4,Head,S,Head,N,14.3103,0.27,0.0,0.27,0.0,0.0,17.5,0.0
1.0,2.121,4,Head,S,Head,N,13.7261,0.27,0.0,0.27,0.0,0.0,17.0,0.0
1.0,2.3154,4,Head,S,Head,N,14.8922,0.27,0.0,0.27,0.0,0.0,17.4,0.0
1.0,2.1891,4,Head,S,Head,N,14.1347,0.25,0.0,0.25,0.0,0.0,18.9,0.0
1.0,1.8977,4,Head,S,Head,N,12.386,0.25,0.0,0.25,0.0,0.0,20.2,0.0
1.0,2.3486,4,Head,S,Head,N,15.0914,0.27,0.0,0.27,0.0,0.0,19.8,0.0
1.0,2.6402,5,Head,S,Head,N,16.4673,0.25,0.0,0.25,0.0,0.0,77.2,0.0
1.0,2.6373,5,Head,S,Head,N,16.4577,0.26,0.0,0.26,0.0,0.0,304.0,0.0
1.0,2.4466,4,Head,S,Head,N,15.6795,0.26,0.0,0.26,0.0,0.0,14.9,0.0
1.0,2.3512,4,Head,S,Head,N,15.107,0.25,0.0,0.25,0.0,0.0,19.9,0.0
1.0,1.9263,4,Head,S,Head,N,12.5579,0.28,0.0,0.28,0.0,0.0,18.3,0.0
1.0,2.0597,4,Head,SSE,Head,N,13.3585,0.26,0.0,0.26,0.0,0.0,18.8,0.0
1.0,1.9628,4,Head,S,Head,N,12.7769,0.25,0.0,0.25,0.0,0.0,18.3,0.0
1.0,2.155,4,Head,S,Head,N,13.9301,0.26,0.0,0.26,0.0,0.0,17.8,0.0
1.0,2.1207,4,Head,SSE,Head,N,13.7242,0.28,0.0,0.28,0.0,0.0,17.7,0.0
1.0,2.4486,4,Head,S,Head,N,15.6914,0.25,0.0,0.25,0.0,0.0,17.7,0.0
1.0,2.0606,4,Head,SSE,Head,N,13.3634,0.25,0.0,0.25,0.0,0.0,17.6,0.0
1.0,1.9953,4,Head,S,Head,N,12.972,0.25,0.0,0.25,0.0,0.0,18.0,0.0
1.0,2.2234,4,Head,S,Head,N,14.3406,0.24,0.0,0.24,0.0,0.0,18.9,0.0
1.0,1.8686,4,Head,S,Head,N,12.2119,0.23,0.0,0.23,0.0,0.0,19.7,0.0
1.0,1.8058,4,Head,SSE,Head,N,11.8346,0.23,0.0,0.23,0.0,0.0,18.8,0.0
1.0,2.0617,4,Head,SSE,Head,N,13.3699,0.24,0.0,0.24,0.0,0.0,17.3,0.0
1.0,1.5165,4,Head,SSE,Head,N,10.0988,0.22,0.0,0.22,0.0,0.0,18.0,0.0
1.0,1.8387,4,Head,SSE,Head,N,12.0319,0.22,0.0,0.22,0.0,0.0,17.9,0.0
1.0,1.7414,4,Head,SSE,Head,N,11.4487,0.23,0.0,0.23,0.0,0.0,18.7,0.0
1.0,2.0939,4,Head,S,Head,N,13.5631,0.24,0.0,0.24,0.0,0.0,18.0,0.0
1.0,1.5798,4,Head,SSE,Head,N,10.4788,0.22,0.0,0.22,0.0,0.0,18.7,0.0
1.0,1.7734,4,Head,SSE,Head,N,11.6403,0.22,0.0,0.22,0.0,0.0,17.1,0.0
1.0,2.035,4,Head,SSE,Head,N,13.2103,0.22,0.0,0.22,0.0,0.0,17.4,0.0
1.0,1.9344,4,Head,SSE,Head,N,12.6064,0.23,0.0,0.23,0.0,0.0,18.4,0.0
1.0,1.615,4,Head,SSE,Head,N,10.6897,0.21,0.0,0.21,0.0,0.0,17.2,0.0
1.0,2.0082,4,Head,SSE,Head,N,13.0491,0.18,0.0,0.18,0.0,0.0,22.3,0.0
1.0,1.7413,4,Head,SSE,Head,N,11.448,0.22,0.0,0.22,0.0,0.0,21.5,0.0
1.0,1.9441,4,Head,S,Head,N,12.6645,0.95,0.0,0.95,0.0,0.0,26.2,0.0
1.0,1.6021,4,Head,S,Head,N,10.6128,0.0803,0.5731,0.68,0.6,1.8222,419.3,8.7
1.0,2.1052,4,Head,S,Tail,SSW,13.6315,0.1362,0.0,0.37,0.5,0.0,16.4,0.0
1.0,1.7378,4,Head,SSE,Head,N,11.427,0.0516,0.0,0.25,0.2,0.0,16.5,0.0
1.0,1.4892,3,Head,SSW,Head,N,9.9134,0.3016,0.0,0.39,0.1,0.0,17.6,0.0
1.0,1.4038,3,Head,SSW,Head,NNE,9.2307,0.6964,0.9236,0.5,0.3,5.0895,150.8,24.3
1.0,1.5594,4,Head,SSW,Head,NNW,10.3567,1.2831,0.8554,1.31,1.0,8.9643,282.1,42.8
1.0,1.475,3,Beam,ENE,Head,WNW,9.8003,2.1409,0.7804,2.76,1.6,9.446,306.5,45.1
1.0,2.0755,4,Beam,NNW,Head,W,13.4533,1.7583,0.6698,4.15,2.4,9.4251,317.6,45.0
1.0,1.6066,4,Tail,WNW,Head,WSW,10.6399,1.7451,0.5058,5.38,3.8,9.9696,376.1,47.6
1.0,1.7454,4,Tail,WNW,Head,W,11.4726,2.53,0.5016,7.38,5.0,13.0066,764.6,62.1
1.0,1.4669,3,Tail,WNW,Head,WSW,9.7353,1.8625,0.3121,8.56,6.9,13.0066,685.8,62.1
1.0,1.5041,4,Tail,WNW,Head,WSW,10.0247,1.4637,0.2101,9.21,8.0,13.1323,657.3,62.7
1.0,1.5405,4,Tail,WNW,Head,WSW,10.2427,2.2484,0.2976,10.7,8.6,15.876,1184.6,75.8
1.0,1.697,4,Tail,WNW,Head,WSW,11.1819,1.6015,0.1854,11.47,10.0,15.9179,1115.2,76.0
1.0,1.9295,4,Beam,N,Beam,SSW,12.5768,1.0263,0.1203,11.12,10.8,15.9179,1099.6,76.0
1.0,1.8095,4,Tail,WNW,Head,SW,11.8569,1.2467,0.0958,12.05,11.1,15.9179,1069.5,76.0
1.0,1.8899,4,Tail,WNW,Head,SW,12.3392,1.3005,0.0714,12.17,11.4,15.9179,1058.4,76.0
1.0,1.7403,4,Tail,WNW,Head,WSW,11.442,0.694,0.0539,12.23,11.6,15.897,1049.1,75.9
1.0,1.6728,4,Tail,WNW,Head,SSW,11.0367,1.0407,0.0563,12.17,11.6,15.9388,1046.0,76.1
1.0,1.7358,4,Tail,WNW,Head,SSW,11.4146,1.286,0.047,12.41,11.7,15.9179,1055.3,76.0
1.0,1.6994,4,Tail,W,Head,SSW,11.1962,0.9248,0.0294,12.45,11.9,15.897,1031.9,75.9
1.0,1.7421,4,Tail,W,Beam,S,11.4526,1.5,0.0238,12.51,12.0,15.9388,1063.9,76.1
1.0,1.7243,4,Tail,W,Beam,S,11.3456,1.0187,0.0144,12.57,12.1,15.9179,1047.5,76.0
1.0,1.7704,4,Tail,WSW,Head,S,11.6223,0.8876,0.0075,12.66,12.2,15.9388,1042.8,76.1
1.0,1.7534,4,Tail,WSW,Head,S,11.5204,0.8277,0.0049,12.71,12.2,15.897,1035.1,75.9
1.0,1.7041,4,Tail,W,Beam,S,11.2244,0.9142,0.0131,12.47,12.1,15.897,1034.2,75.9
1.0,1.4435,3,Tail,W,Head,S,9.5483,0.7336,0.0144,12.52,12.1,15.9179,1049.0,76.0
1.0,1.5658,4,Tail,WSW,Head,S,10.395,0.8088,0.0062,12.65,12.2,15.9179,1375.9,76.0
1.0,1.6874,4,Tail,WSW,Head,S,11.1244,0.7657,-0.0006,12.76,12.3,15.9388,1046.9,76.1
1.0,1.5862,4,Tail,WSW,Head,S,10.517,0.5254,-0.0019,12.65,12.3,15.9179,1047.8,76.0
1.0,1.7221,4,Tail,WSW,Head,S,11.3325,0.6563,-0.0114,12.76,12.4,15.897,1049.3,75.9
1.0,1.5402,4,Tail,WSW,Head,S,10.2411,0.6005,-0.0182,12.82,12.5,15.9179,1044.4,76.0
1.0,1.5921,4,Tail,WSW,Beam,SSE,10.5527,0.6336,-0.0155,12.72,12.5,15.9598,1045.6,76.2
1.0,1.4994,3,Tail,W,Head,S,9.9953,0.5522,-0.0155,12.8,12.5,15.9598,1042.5,76.2
1.0,1.5308,4,Tail,WSW,Beam,SSE,10.1851,0.6244,-0.0264,12.69,12.6,15.9179,1043.0,76.0
1.0,1.7792,4,Tail,WSW,Beam,SSE,11.675,0.5158,-0.0169,12.68,12.5,15.9388,1036.8,76.1
1.0,1.4446,3,Tail,W,Beam,SSE,9.5565,0.4977,-0.0087,12.4,12.4,15.9388,1037.0,76.1
1.0,1.4518,3,Tail,W,Beam,SSE,9.6143,0.5592,-0.0074,12.53,12.4,15.9598,1041.6,76.2
1.0,1.521,4,Tail,WSW,Beam,SE,10.126,0.498,-0.0087,12.37,12.4,15.9388,1038.7,76.1
1.0,1.3948,3,Tail,W,Beam,SE,9.1588,0.579,-0.0114,12.25,12.4,15.897,1049.1,75.9
1.0,1.3884,3,Tail,W,Beam,SE,9.1075,0.498,-0.0087,12.37,12.4,15.9388,1045.9,76.1
1.0,1.5487,4,Tail,WSW,Beam,SSE,10.2919,0.566,-0.0101,12.45,12.4,15.9179,1035.2,76.0
1.0,1.5037,4,Tail,WSW,Beam,SE,10.022,0.5628,-0.0114,12.37,12.4,15.897,1033.0,75.9
1.0,1.4582,3,Tail,W,Beam,SSE,9.6655,0.5375,-0.0019,12.32,12.3,15.9179,1033.7,76.0
1.0,1.4931,3,Tail,WSW,Beam,SE,9.9447,0.3871,-0.0032,12.27,12.3,15.897,1041.3,75.9
1.0,1.3408,3,Tail,W,Beam,SSE,8.7266,0.3637,0.0075,12.23,12.2,15.9388,1043.6,76.1
1.0,1.3411,3,Tail,W,Head,S,8.7288,0.3939,0.0157,12.33,12.1,15.9388,1038.7,76.1
1.0,1.337,3,Tail,W,Beam,S,8.6961,0.4844,0.0157,12.33,12.1,15.9388,1031.6,76.1
1.0,1.4293,3,Tail,WSW,Head,S,9.4344,0.6441,0.0319,12.27,11.9,15.9388,1033.7,76.1
1.0,1.4404,3,Tail,WSW,Head,S,9.5235,0.5628,0.0319,12.22,11.9,15.9388,1035.4,76.1
1.0,1.6988,4,Tail,WSW,Head,SSW,11.193,0.5629,0.0388,12.28,11.8,15.9179,1035.9,76.0
1.0,1.499,3,Tail,WSW,Head,S,9.992,0.5944,0.0401,12.2,11.8,15.9388,1041.2,76.1
1.0,1.5709,4,Tail,WSW,Head,SSW,10.4255,0.6785,0.0444,12.2,11.7,15.876,1040.4,75.8
1.0,1.6078,4,Tail,WSW,Head,S,10.6465,0.6296,0.0457,12.11,11.7,15.897,1039.3,75.9
1.0,1.4144,3,Tail,WSW,Head,S,9.3151,0.6781,0.047,12.11,11.7,15.9179,1297.0,76.0
1.0,1.5602,4,Tail,WSW,Head,S,10.361,0.5917,0.0444,12.1,11.7,15.876,1119.7,75.8
1.0,1.7507,4,Tail,WSW,Head,S,11.5045,0.5475,0.0482,12.08,11.7,15.9388,1042.3,76.1
1.0,1.8483,4,Tail,SW,Head,S,12.09,0.5547,0.0457,12.09,11.7,15.897,1047.6,75.9
1.0,1.3642,3,Beam,NNW,Head,S,8.9139,0.4681,0.0375,12.08,11.8,15.897,1046.2,75.9
1.0,1.7134,4,Beam,WNW,Head,SW,11.2806,0.4002,0.0375,12.18,11.8,15.897,1043.6,75.9
1.0,2.0454,4,Tail,WNW,Head,SSW,13.2723,0.4798,0.0388,12.18,11.8,15.9179,1039.8,76.0
1.0,1.9897,4,Tail,WNW,Head,SSW,12.9381,0.5445,0.0319,12.29,11.9,15.9388,1043.6,76.1
1.0,2.0203,4,Tail,W,Head,SW,13.1221,0.2968,0.0307,12.19,11.9,15.9179,1045.0,76.0
1.0,1.8906,4,Tail,W,Head,SW,12.3436,0.2969,0.0225,12.29,12.0,15.9179,1043.4,76.0
1.0,1.9194,4,Tail,W,Head,SW,12.5166,0.2438,0.0118,12.34,12.1,15.876,1042.4,75.8
1.0,2.0734,4,Tail,W,Head,SSW,13.4402,0.2715,0.0212,12.24,12.0,15.897,1041.9,75.9
1.0,2.1208,4,Tail,W,Head,SSW,13.7251,0.2177,0.0238,12.16,12.0,15.9388,1043.7,76.1
1.0,2.0913,4,Tail,W,Head,S,13.5478,1.3292,0.0657,12.19,11.5,15.9598,1040.7,76.2
1.0,1.8833,4,Tail,W,Head,S,12.2996,0.3049,0.0225,12.17,12.0,15.9179,1033.9,76.0
1.0,2.3324,4,Tail,SW,Head,SW,14.9942,0.34,0.0238,12.34,12.0,15.9388,1036.1,76.1
1.0,2.364,4,Tail,WSW,Head,SW,15.1837,0.3823,0.0281,12.28,11.9,15.876,1031.6,75.8
1.0,2.1643,4,Tail,SW,Head,SW,13.986,0.3795,0.0281,12.27,11.9,15.876,1035.8,75.8
1.0,1.8733,4,Tail,SW,Head,SSW,12.24,0.4709,0.0388,12.24,11.8,15.9179,1042.5,76.0
1.0,2.3867,4,Tail,WSW,Head,SSW,15.3201,0.3436,0.0401,12.12,11.8,15.9388,1043.8,76.1
1.0,2.275,4,Tail,WSW,Head,SSW,14.6497,0.4513,0.0375,12.21,11.8,15.897,1046.5,75.9
1.0,1.8883,4,Tail,SW,Head,SSW,12.33,0.4548,0.0307,12.33,11.9,15.9179,1044.9,76.0
1.0,4.7678,6,Beam,WNW,Head,SSW,24.0713,0.5188,0.0307,12.34,11.9,15.9179,1038.6,76.0
1.0,4.7259,6,Tail,WNW,Head,SW,23.9035,0.4248,0.0307,12.32,11.9,15.9179,1048.0,76.0
1.0,5.2365,6,Tail,WNW,Head,S,25.9461,0.344,0.0118,12.33,12.1,15.876,1043.1,75.8
1.0,5.3199,6,Beam,WNW,Head,S,26.2795,0.3578,0.0144,12.35,12.1,15.9179,1040.1,76.0
1.0,4.8562,6,Beam,WNW,Head,S,24.4248,0.3428,0.0144,12.27,12.1,15.9179,1041.4,76.0
1.0,5.1332,6,Beam,WNW,Head,S,25.5328,0.3011,0.0157,12.26,12.1,15.9388,1139.0,76.1
1.0,4.4419,6,Beam,WNW,Beam,S,22.7675,0.3829,0.0062,12.37,12.2,15.9179,1291.1,76.0
1.0,4.8529,6,Beam,WNW,Beam,SE,24.4114,0.3438,-0.0032,12.31,12.3,15.897,1037.6,75.9
1.0,4.4917,6,Beam,WNW,Head,S,22.9666,0.4354,0.0144,12.37,12.1,15.9179,1040.5,76.0
1.0,4.6007,6,Beam,WNW,Beam,SSE,23.4028,0.4736,0.0062,12.4,12.2,15.9179,1041.9,76.0
1.0,3.8781,5,Beam,WNW,Beam,SE,20.5937,0.4082,-0.0019,12.31,12.3,15.9179,1035.9,76.0
1.0,3.6279,5,Tail,W,Beam,SSE,19.7596,0.4138,0.0075,12.35,12.2,15.9388,1030.7,76.1
1.0,3.4858,5,Tail,WNW,Beam,SSE,19.286,0.4307,0.0144,12.25,12.1,15.9179,1036.9,76.0
1.0,3.2517,5,Beam,WNW,Head,SSW,18.5058,0.5648,0.0212,12.45,12.0,15.897,1037.4,75.9
1.0,3.7726,5,Tail,W,Head,S,20.2421,0.5246,0.0238,12.38,12.0,15.9388,1039.6,76.1
1.0,3.3811,5,Tail,W,Head,SSW,18.9369,0.6345,0.0225,12.57,12.0,15.9179,1042.6,76.0
1.0,4.2663,6,Tail,WNW,Head,S,22.0651,0.4807,0.0212,12.34,12.0,15.897,1039.6,75.9
1.0,3.8006,5,Tail,W,Head,S,20.3354,0.5312,0.0225,12.29,12.0,15.9179,1046.8,76.0
1.0,3.866,5,Tail,W,Beam,SSE,20.5533,0.4816,0.0144,12.28,12.1,15.9179,1046.6,76.0
1.0,3.7539,5,Tail,W,Beam,SSE,20.1796,0.6475,0.0144,12.35,12.1,15.9179,1045.3,76.0
1.0,4.4332,6,Tail,W,Beam,SE,22.7328,0.5066,0.0075,12.06,12.2,15.9388,1018.9,76.1
1.0,3.6152,5,Tail,W,Beam,SE,19.7172,1.5635,0.0307,12.11,11.9,15.9179,1044.8,76.0
1.0,3.5393,5,Beam,W,Beam,SSE,19.4642,0.8201,0.0375,12.17,11.8,15.897,1050.6,75.9
1.0,3.7772,5,Beam,W,Beam,SE,20.2572,0.6862,0.0238,12.13,12.0,15.9388,1046.0,76.1
1.0,4.4068,6,Tail,W,Beam,SSE,22.6272,0.6559,0.0238,12.28,12.0,15.9388,1046.3,76.1
1.0,3.8447,5,Tail,W,Beam,SSE,20.4824,0.8561,0.0225,12.34,12.0,15.9179,1038.0,76.0
1.0,2.8015,5,Beam,W,Head,S,17.005,0.5445,0.0294,12.29,11.9,15.897,1031.7,75.9
1.0,4.2677,6,Tail,W,Head,SSE,22.0708,0.8378,0.0401,12.35,11.8,15.9388,1037.4,76.1
1.0,3.7918,5,Tail,W,Head,S,20.306,0.8308,0.0551,12.33,11.6,15.9179,1041.2,76.0
1.0,3.8988,5,Tail,W,Head,S,20.6628,0.7748,0.0551,12.24,11.6,15.9179,1039.1,76.0
1.0,3.3684,5,Tail,W,Head,S,18.8948,0.7035,0.0551,12.22,11.6,15.9179,1043.3,76.0
1.0,4.0505,6,Beam,W,Head,S,21.202,0.6218,0.0551,12.15,11.6,15.9179,1049.8,76.0
1.0,3.1825,5,Tail,W,Head,S,18.275,0.7304,0.0482,12.25,11.7,15.9388,1058.3,76.1
1.0,3.2934,5,Tail,W,Head,S,18.6446,0.6772,0.0482,12.3,11.7,15.9388,1360.4,76.1
1.0,3.5978,5,Tail,W,Head,S,19.6593,0.6047,0.0482,12.19,11.7,15.9388,1049.8,76.1
1.0,3.3681,5,Tail,W,Head,SSE,18.8937,0.6717,0.0294,12.34,11.9,15.897,1049.3,75.9
1.0,3.6076,5,Tail,WSW,Beam,SSE,19.692,0.3615,0.0118,12.27,12.1,15.876,1048.5,75.8
1.0,2.3678,4,Tail,WSW,Beam,SE,15.2067,0.5018,0.0075,12.3,12.2,15.9388,1051.5,76.1
1.0,3.2258,5,Tail,WSW,Beam,SSE,18.4192,0.5195,-0.0019,12.55,12.3,15.9179,1041.2,76.0
1.0,2.6382,5,Tail,WSW,Beam,ESE,16.4606,0.3652,-0.0032,12.31,12.3,15.897,1042.5,75.9
1.0,2.8059,5,Tail,WSW,Beam,ESE,17.0198,0.2217,-0.0101,12.35,12.4,15.9179,1045.8,76.0
1.0,3.029,5,Tail,WSW,Beam,ESE,17.7633,0.2391,-0.0087,12.42,12.4,15.9388,1042.2,76.1
1.0,3.1903,5,Tail,WSW,Beam,E,18.3011,0.3675,-0.0169,12.38,12.5,15.9388,1036.8,76.1
1.0,2.5127,5,Tail,WSW,Beam,SE,16.0425,0.1885,-0.0169,12.57,12.5,15.9388,1029.2,76.1
1.0,3.3351,5,Tail,WSW,Head,SSW,18.7836,0.3407,-0.0032,12.64,12.3,15.897,1024.3,75.9
1.0,3.5609,5,Tail,WSW,Head,SSE,19.5363,0.7132,0.0251,12.57,12.0,15.9598,1012.3,76.2
1.0,3.8848,5,Tail,WSW,Head,S,20.6161,0.8406,0.047,12.47,11.7,15.9179,1018.6,76.0
1.0,3.7609,5,Tail,SW,Head,SSE,20.2028,1.0632,0.0714,12.37,11.4,15.9179,1038.5,76.0
1.0,3.7339,5,Tail,WSW,Head,SSE,20.1129,0.8546,0.0645,12.21,11.5,15.9388,1038.1,76.1
1.0,3.1333,5,Tail,WSW,Head,SSE,18.1109,0.8456,0.0738,12.17,11.4,15.9598,1042.9,76.2
1.0,3.4173,5,Tail,SW,Head,SSE,19.0576,0.685,0.0551,12.21,11.6,15.9179,1042.1,76.0
1.0,3.4902,5,Tail,WSW,Head,SSE,19.3007,0.7625,0.0457,12.35,11.7,15.897,1038.4,75.9
1.0,3.1416,5,Tail,SW,Head,SSE,18.1388,0.8041,0.0375,12.47,11.8,15.897,1026.4,75.9
1.0,3.3145,5,Tail,SW,Head,SSE,18.7149,0.9196,0.0457,12.37,11.7,15.897,1033.7,75.9
1.0,2.9013,5,Tail,SW,Head,SSE,17.3377,0.694,0.0539,12.23,11.6,15.897,1033.3,75.9
1.0,2.487,4,Tail,SW,Head,SSE,15.9219,0.7578,0.0539,12.27,11.6,15.897,1041.9,75.9
1.0,2.526,5,Tail,SW,Head,SSE,16.0867,0.603,0.0576,12.09,11.6,15.9598,1052.7,76.2
1.0,3.0395,5,Tail,SW,Head,SE,17.7983,0.7263,0.047,12.16,11.7,15.9179,1039.4,76.0
1.0,2.6906,5,Tail,SSW,Head,SE,16.6355,0.555,0.0388,12.14,11.8,15.9179,1035.2,76.0
1.0,2.6623,5,Tail,SSW,Head,SSE,16.5409,0.5943,0.0388,12.29,11.8,15.9179,1038.9,76.0
1.0,2.9765,5,Tail,SSW,Head,SSE,17.5884,0.4156,0.0281,12.23,11.9,15.876,1361.1,75.8
1.0,2.4034,4,Tail,SW,Head,SE,15.4204,0.6732,0.0319,12.29,11.9,15.9388,1025.6,76.1
1.0,2.1834,4,Tail,SSW,Head,S,14.1006,0.5657,0.0401,12.34,11.8,15.9388,1035.6,76.1
1.0,2.0276,4,Tail,SSW,Head,SSE,13.1657,0.5327,0.0375,12.23,11.8,15.897,1031.4,75.9
1.0,1.8377,4,Tail,SW,Head,SSE,12.0263,0.7784,0.0375,12.49,11.8,15.897,1033.6,75.9
1.0,1.2752,3,Tail,SW,Head,S,8.2016,0.5913,0.0401,12.36,11.8,15.9388,1039.1,76.1
1.0,1.1702,3,Tail,SSW,Head,SSE,7.3618,0.3501,0.0307,12.18,11.9,15.9179,1037.6,76.0
1.0,1.0815,3,Head,NNW,Head,SSE,6.6522,0.6144,0.0375,12.35,11.8,15.897,1048.6,75.9
1.0,0.9671,2,Head,WNW,Head,SSE,5.8591,0.6978,0.0375,12.45,11.8,15.897,1044.1,75.9
1.0,1.163,3,Head,NNW,Head,SE,7.3044,0.7271,0.0388,12.28,11.8,15.9179,1040.1,76.0
1.0,0.992,2,Head,WNW,Head,SE,5.9659,0.7885,0.0375,12.3,11.8,15.897,1042.9,75.9
1.0,1.0837,3,Beam,WNW,Head,SSE,6.6696,0.6819,0.0401,12.38,11.8,15.9388,1037.0,76.1
1.0,1.1204,3,Beam,WNW,Head,S,6.9635,0.5436,0.0482,12.24,11.7,15.9388,1039.2,76.1
1.0,1.1466,3,Beam,WNW,Head,SSE,7.1728,0.5341,0.047,12.2,11.7,15.9179,1018.2,76.0
1.0,1.2257,3,Beam,WNW,Head,S,7.8057,0.7445,0.0702,12.14,11.4,15.897,1019.2,75.9
1.0,1.0895,3,Beam,WNW,Head,S,6.7159,0.9902,0.0865,12.19,11.2,15.897,1043.7,75.9
1.0,1.1725,3,Beam,WNW,Head,S,7.3803,0.781,0.0889,11.98,11.2,15.9388,1032.6,76.1
1.0,1.127,3,Beam,W,Head,SSE,7.0157,1.0756,0.0958,11.99,11.1,15.9179,1040.3,76.0
1.0,0.982,2,Beam,W,Head,S,5.9228,0.9904,0.1028,11.95,11.0,15.897,1042.2,75.9
