voyage_route,waveh,bf,tw_head_beam_tail,tw_direction_index,tc_head_beam_tail,tc_direction_index,twspeed,tcspeed,slip,stw,sog,poweravgkw,me_foc_hfo,rpm
1.0,0.3192,2,Head,SE,Head,NNE,3.0825,0.05,0.0,0.05,0.0,0.0,18.8,0.0
1.0,0.6379,2,Head,SSE,Head,NNE,4.448,0.04,0.0,0.04,0.0,0.0,20.9,0.0
1.0,1.2677,3,Head,SSE,Head,NNE,8.1418,0.04,0.0,0.04,0.0,0.0,20.3,0.0
1.0,0.2116,1,Head,SSE,Head,NNE,2.1155,0.04,0.0,0.04,0.0,0.0,18.0,0.0
1.0,0.2683,1,Beam,SE,Head,NNE,2.6831,0.09,0.0,0.09,0.0,0.0,18.2,0.0
1.0,0.4155,2,Beam,SE,Beam,WNW,3.4949,0.1053,0.0,0.03,0.1,0.0,19.8,0.0
1.0,0.7337,2,Beam,SE,Beam,WNW,4.8589,0.1016,0.0,0.01,0.1,0.0,20.9,0.0
1.0,0.3695,2,Beam,SE,Head,NE,3.298,0.13,0.0,0.13,0.0,0.0,20.6,0.0
1.0,0.642,2,Beam,SE,Head,NE,4.4659,0.05,0.0,0.05,0.0,0.0,17.8,0.0
1.0,0.8655,2,Beam,SE,Head,NE,5.4235,0.23,0.0,0.23,0.0,0.0,16.9,0.0
1.0,0.2712,1,Beam,SE,Head,NNW,2.7121,0.1219,0.0,0.11,0.1,0.0,20.6,0.0
1.0,0.174,1,Beam,SE,Head,N,1.7402,0.1547,0.0,0.15,0.1,0.0,20.6,0.0
1.0,0.1563,1,Beam,ESE,Head,N,1.5632,0.4791,0.0,0.39,0.2,0.0,18.3,0.0
1.0,0.2127,1,Beam,ESE,Head,N,2.1266,0.2685,0.0,0.21,0.1,0.0,18.6,0.0
1.0,0.3246,2,Beam,ESE,Head,NNW,3.1056,0.1553,0.0,0.08,0.1,0.0,18.2,0.0
1.0,0.2521,1,Beam,ESE,Head,NNW,2.5206,0.144,0.0,0.07,0.1,0.0,20.4,0.0
1.0,0.1942,1,Beam,ESE,Head,NNE,1.9419,0.02,0.0,0.02,0.0,0.0,231.6,0.0
1.0,0.2134,1,Beam,ESE,Head,NNE,2.1341,0.08,0.0,0.08,0.0,0.0,150.9,0.0
1.0,0.116,1,Beam,ESE,Head,NNW,1.1604,0.1568,0.0,0.09,0.1,0.0,16.3,0.0
1.0,0.012,0,Tail,NNE,Head,NNW,0.12,0.1808,0.0,0.12,0.1,0.0,18.5,0.0
1.0,0.1164,1,Beam,ESE,Head,NNW,1.1635,0.1528,0.0,0.09,0.1,0.0,20.7,0.0
1.0,0.007,0,Tail,NNE,Head,NNE,0.07,0.07,0.0,0.07,0.0,0.0,21.3,0.0
1.0,0.009,0,Tail,NNE,Head,NNW,0.09,0.1545,0.0,0.09,0.1,0.0,18.6,0.0
1.0,0.2133,1,Beam,ESE,Head,NNE,2.1332,0.12,0.0,0.12,0.0,0.0,16.8,0.0
1.0,0.0967,0,Beam,ESE,Head,NNE,0.9666,0.11,0.0,0.11,0.0,0.0,18.9,0.0
1.0,0.009,0,Tail,NNE,Head,NNE,0.09,0.09,0.0,0.09,0.0,0.0,20.1,0.0
1.0,0.017,0,Tail,NNE,Head,NNE,0.17,0.17,0.0,0.17,0.0,0.0,20.3,0.0
1.0,0.015,0,Tail,NNE,Head,NNE,0.15,0.15,0.0,0.15,0.0,0.0,18.5,0.0
1.0,0.013,0,Tail,NNE,Head,N,0.13,0.1848,0.0,0.13,0.1,0.0,17.0,0.0
1.0,0.077,0,Tail,NNE,Head,NNE,0.77,0.762,0.0,0.77,0.1,0.0,19.0,0.0
1.0,0.016,0,Tail,NNE,Head,NNE,0.16,0.16,0.0,0.16,0.0,0.0,20.8,0.0
1.0,0.014,0,Tail,NNE,Head,NNE,0.14,0.14,0.0,0.14,0.0,0.0,20.2,0.0
1.0,0.6579,2,Head,S,Head,N,4.5339,0.1605,0.0,0.14,0.1,0.0,18.3,0.0
1.0,0.8439,2,Head,S,Head,NNE,5.3309,0.12,0.0,0.12,0.0,0.0,18.0,0.0
1.0,0.6082,2,Head,S,Head,NNE,4.3208,0.16,0.0,0.16,0.0,0.0,19.2,0.0
1.0,0.8328,2,Head,S,Head,NNE,5.2833,0.17,0.0,0.17,0.0,0.0,20.2,0.0
1.0,0.4743,2,Head,S,Head,NNE,3.7471,0.15,0.0,0.15,0.0,0.0,19.7,0.0
1.0,1.1075,3,Head,S,Head,NNE,6.86,0.15,0.0,0.15,0.0,0.0,18.6,0.0
1.0,0.9702,2,Head,S,Head,NNE,5.8724,0.18,0.0,0.18,0.0,0.0,18.0,0.0
1.0,0.8835,2,Head,S,Head,NNE,5.5006,0.16,0.0,0.16,0.0,0.0,19.7,0.0
1.0,0.8388,2,Head,S,Head,NNE,5.3093,0.16,0.0,0.16,0.0,0.0,21.0,0.0
1.0,0.7993,2,Head,S,Head,NNE,5.1398,0.13,0.0,0.13,0.0,0.0,19.8,0.0
1.0,0.2004,1,Head,S,Head,NNE,2.0043,0.16,0.0,0.16,0.0,0.0,18.3,0.0
1.0,0.7488,2,Head,S,Head,NNE,4.9233,0.15,0.0,0.15,0.0,0.0,56.4,0.0
1.0,0.7407,2,Head,S,Head,N,4.8887,0.1973,0.0,0.19,0.1,0.0,325.6,0.0
1.0,0.2533,1,Head,S,Head,N,2.5332,0.2482,0.0,0.22,0.1,0.0,19.1,0.0
1.0,0.9216,2,Head,SSW,Head,N,5.6642,0.2099,0.0,0.17,0.1,0.0,18.6,0.0
1.0,1.0055,3,Head,SSW,Head,N,6.0437,0.2159,0.0,0.18,0.1,0.0,16.9,0.0
1.0,1.1427,3,Head,SSW,Head,N,7.1414,0.2782,0.0,0.25,0.1,0.0,18.1,0.0
1.0,0.9103,2,Head,SSW,Head,N,5.6157,0.2561,0.0,0.22,0.1,0.0,20.5,0.0
1.0,0.8219,2,Head,SSW,Head,NNE,5.2368,0.21,0.0,0.21,0.0,0.0,20.7,0.0
1.0,0.5925,2,Head,SSW,Head,NNE,4.2537,0.22,0.0,0.22,0.0,0.0,18.7,0.0
1.0,0.0581,0,Head,S,Head,NNE,0.5808,0.2,0.0,0.2,0.0,0.0,18.6,0.0
1.0,0.3752,2,Head,S,Head,NNE,3.3224,0.18,0.0,0.18,0.0,0.0,19.2,0.0
1.0,0.038,0,Head,S,Head,NNE,0.3803,0.21,0.0,0.21,0.0,0.0,21.1,0.0
1.0,0.6044,2,Head,S,Head,NNE,4.3047,0.17,0.0,0.17,0.0,0.0,19.5,0.0
1.0,1.0225,3,Head,S,Head,NNE,6.1801,0.24,0.0,0.24,0.0,0.0,18.3,0.0
1.0,0.2912,1,Head,SSW,Head,N,2.9117,0.2457,0.0,0.2,0.1,0.0,17.7,0.0
1.0,0.869,2,Head,SSW,Head,N,5.4387,0.2478,0.0,0.2,0.1,0.0,20.0,0.0
1.0,0.9984,2,Head,S,Head,NNE,5.9932,0.23,0.0,0.23,0.0,0.0,20.9,0.0
1.0,1.1544,3,Head,S,Head,N,7.2355,0.3964,0.0,0.35,0.1,0.0,19.8,0.0
1.0,1.2191,3,Head,SSE,Head,NNE,7.7529,0.24,0.0,0.24,0.0,0.0,17.8,0.0
1.0,0.6826,2,Head,S,Head,NNE,4.6396,0.24,0.0,0.24,0.0,0.0,18.4,0.0
1.0,0.4622,2,Head,S,Head,NNE,3.6953,0.21,0.0,0.21,0.0,0.0,21.2,0.0
1.0,0.2503,1,Head,SSE,Head,NNE,2.5034,0.25,0.0,0.25,0.0,0.0,20.8,0.0
1.0,0.732,2,Head,SSE,Head,NNE,4.8513,0.25,0.0,0.25,0.0,0.0,19.0,0.0
1.0,1.0789,3,Head,SSE,Head,NNE,6.6315,0.22,0.0,0.22,0.0,0.0,17.8,0.0
1.0,1.0754,3,Head,SSE,Head,NNE,6.6035,0.24,0.0,0.24,0.0,0.0,19.3,0.0
1.0,0.7255,2,Head,SSE,Head,NNE,4.8238,0.26,0.0,0.26,0.0,0.0,21.2,0.0
1.0,0.2489,1,Head,SSE,Head,NNE,2.4894,0.29,0.0,0.29,0.0,0.0,20.3,0.0
1.0,0.9012,2,Head,SSE,Head,NNE,5.5765,0.3,0.0,0.3,0.0,0.0,18.5,0.0
1.0,1.1204,3,Head,SSE,Head,NNE,6.9628,0.29,0.0,0.29,0.0,0.0,385.7,0.0
1.0,1.2615,3,Head,SSE,Head,NNE,8.092,0.32,0.0,0.32,0.0,0.0,18.4,0.0
1.0,0.5992,2,Head,SSE,Head,NNE,4.2821,0.23,0.0,0.23,0.0,0.0,20.7,0.0
1.0,0.6932,2,Head,S,Head,N,4.6853,0.2379,0.0,0.19,0.1,0.0,20.5,0.0
1.0,0.1995,1,Head,S,Head,N,1.9948,0.5027,0.0,0.35,0.2,0.0,18.1,0.0
1.0,0.2917,1,Head,S,Head,NNE,2.9174,0.4831,0.0,0.41,0.1,0.0,19.0,0.0
1.0,0.6767,2,Head,S,Head,N,4.6146,0.3329,0.0,0.26,0.1,0.0,19.8,0.0
1.0,0.0481,0,Head,SSE,Head,N,0.4811,0.4561,0.0,0.39,0.1,0.0,20.5,0.0
1.0,1.1552,3,Head,S,Head,N,7.2419,0.4121,0.0,0.35,0.1,0.0,19.5,0.0
1.0,0.2679,1,Head,SSE,Head,N,2.6785,0.3806,0.0,0.32,0.1,0.0,18.3,0.0
1.0,1.2136,3,Head,SSE,Head,N,7.709,0.4078,0.0,0.35,0.1,0.0,18.6,0.0
1.0,1.0878,3,Head,SSE,Head,NNE,6.702,0.37,0.0,0.37,0.0,0.0,20.0,0.0
1.0,0.8049,2,Head,SSE,Head,N,5.1638,0.4139,0.0,0.36,0.1,0.0,20.5,0.0
1.0,1.3393,3,Head,SE,Head,N,8.7143,0.32,0.0,0.32,0.0,0.0,19.7,0.0
1.0,0.9966,2,Head,SE,Head,N,5.9854,0.36,0.0,0.36,0.0,0.0,18.6,0.0
1.0,0.9498,2,Head,SE,Head,N,5.7849,0.37,0.0,0.37,0.0,0.0,18.7,0.0
1.0,1.2428,3,Head,SE,Head,N,7.9428,0.33,0.0,0.33,0.0,0.0,20.6,0.0
1.0,0.6354,2,Head,SE,Head,N,4.4374,0.4114,0.0,0.36,0.1,0.0,20.5,0.0
1.0,1.1233,3,Head,SE,Head,N,6.9865,0.32,0.0,0.32,0.0,0.0,18.7,0.0
1.0,1.1494,3,Head,SE,Head,NNE,7.1956,0.31,0.0,0.31,0.0,0.0,18.0,0.0
1.0,0.5019,2,Head,SE,Head,NNE,3.8653,0.37,0.0,0.37,0.0,0.0,17.7,0.0
1.0,0.498,2,Head,SE,Head,N,3.8486,0.4432,0.0,0.39,0.1,0.0,20.4,0.0
1.0,0.2715,1,Head,SE,Head,N,2.7147,0.3897,0.0,0.34,0.1,0.0,20.2,0.0
1.0,0.2926,1,Head,SE,Head,N,2.9264,0.3,0.0,0.3,0.0,0.0,18.7,0.0
1.0,0.6898,2,Head,SE,Head,N,4.6707,0.31,0.0,0.31,0.0,0.0,18.3,0.0
1.0,0.2516,1,Head,SE,Head,N,2.5159,0.35,0.0,0.35,0.0,0.0,18.3,0.0
1.0,0.3236,2,Head,SE,Head,N,3.1013,0.3951,0.0,0.35,0.1,0.0,20.9,0.0
1.0,0.2527,1,Head,SE,Head,N,2.5268,0.33,0.0,0.33,0.0,0.0,365.5,0.0
1.0,0.4634,2,Head,SE,Head,N,3.7005,0.31,0.0,0.31,0.0,0.0,18.4,0.0
1.0,0.7324,2,Head,SE,Head,NNW,4.8531,0.3701,0.0,0.33,0.1,0.0,17.5,0.0
1.0,0.2892,1,Head,SE,Head,N,2.8919,0.36,0.0,0.36,0.0,0.0,19.0,0.0
1.0,0.174,1,Beam,ESE,Head,N,1.7399,0.36,0.0,0.36,0.0,0.0,19.8,0.0
1.0,0.5979,2,Head,SE,Head,N,4.2767,0.32,0.0,0.32,0.0,0.0,20.0,0.0
1.0,0.8268,2,Head,SE,Head,N,5.2576,0.31,0.0,0.31,0.0,0.0,17.5,0.0
1.0,0.7338,2,Head,SE,Head,NNW,4.859,0.3614,0.0,0.32,0.1,0.0,17.4,0.0
1.0,0.251,1,Head,SE,Head,N,2.5105,0.36,0.0,0.36,0.0,0.0,18.7,0.0
1.0,0.2908,1,Head,SE,Head,NNW,2.9082,0.3804,0.0,0.34,0.1,0.0,20.3,0.0
1.0,0.1182,1,Beam,ESE,Head,N,1.1821,0.34,0.0,0.34,0.0,0.0,20.5,0.0
1.0,0.4179,2,Head,ESE,Head,NNW,3.5054,0.3575,0.0,0.32,0.1,0.0,18.5,0.0
1.0,0.3676,2,Head,ESE,Head,N,3.2895,0.36,0.0,0.36,0.0,0.0,18.2,0.0
1.0,0.2103,1,Head,ESE,Head,NNW,2.1032,0.4235,0.0,0.39,0.1,0.0,20.2,0.0
1.0,0.5566,2,Head,SSE,Head,N,4.0999,0.38,0.0,0.38,0.0,0.0,22.2,0.0
1.0,0.1566,1,Head,SSE,Head,N,1.5663,0.39,0.0,0.39,0.0,0.0,19.4,0.0
1.0,0.6402,2,Head,SSE,Head,N,4.4578,0.41,0.0,0.41,0.0,0.0,17.3,0.0
1.0,0.2341,1,Head,SSE,Head,NNW,2.3413,0.4223,0.0,0.39,0.1,0.0,18.5,0.0
1.0,0.6405,2,Head,SSE,Head,N,4.4594,0.4485,0.0,0.41,0.1,0.0,20.3,0.0
1.0,0.5566,2,Head,S,Head,N,4.0999,0.38,0.0,0.38,0.0,0.0,20.3,0.0
1.0,0.6451,2,Head,S,Head,N,4.4789,0.4362,0.0,0.39,0.1,0.0,18.0,0.0
1.0,0.0768,0,Head,SSE,Head,N,0.7678,0.4524,0.0,0.41,0.1,0.0,17.7,0.0
1.0,0.2409,1,Head,SSE,Head,N,2.4093,0.32,0.0,0.32,0.0,0.0,18.1,0.0
1.0,0.3524,2,Head,SSE,Head,N,3.2245,0.28,0.0,0.28,0.0,0.0,20.8,0.0
1.0,0.2798,1,Head,SSE,Head,N,2.7979,0.32,0.0,0.32,0.0,0.0,20.6,0.0
1.0,0.2767,1,Head,S,Head,NNW,2.7674,0.4308,0.0,0.35,0.2,0.0,18.8,0.0
1.0,0.2487,1,Head,S,Head,NNW,2.4871,0.4609,0.0,0.44,0.2,0.0,17.7,0.0
1.0,0.3367,2,Head,S,Head,N,3.1574,0.3316,0.0,0.35,0.1,0.0,285.6,0.0
1.0,0.5476,2,Head,S,Head,N,4.0611,0.23,0.0,0.23,0.0,0.0,97.8,0.0
1.0,1.1295,3,Head,SSE,Head,NNW,7.0357,0.1878,0.0,0.2,0.1,0.0,19.7,0.0
1.0,0.5954,2,Head,SSE,Head,N,4.2661,0.2472,0.0,0.26,0.1,0.0,18.7,0.0
1.0,0.7326,2,Head,SSE,Head,N,4.854,0.25,0.0,0.25,0.0,0.0,16.7,0.0
1.0,0.7043,2,Head,SSE,Head,NNW,4.7328,0.1532,0.0,0.16,0.1,0.0,18.7,0.0
1.0,0.9297,2,Head,SSE,Head,N,5.6985,0.17,0.0,0.17,0.0,0.0,21.9,0.0
1.0,0.6027,2,Head,SSE,Head,NNE,4.2972,0.22,0.0,0.22,0.0,0.0,19.7,0.0
1.0,1.0751,3,Head,SSE,Head,NNE,6.6005,0.26,0.0,0.26,0.0,0.0,19.3,0.0
1.0,0.6038,2,Head,SSE,Head,NNE,4.3021,0.22,0.0,0.22,0.0,0.0,18.6,0.0
1.0,0.923,2,Head,SSE,Head,N,5.6699,0.21,0.0,0.21,0.0,0.0,20.3,0.0
1.0,1.0177,3,Head,SSE,Head,N,6.1418,0.1,0.0,0.1,0.0,0.0,20.9,0.0
1.0,1.0148,3,Head,SSE,Head,WNW,6.1184,0.1315,0.0,0.13,0.1,0.0,18.6,0.0
1.0,1.1343,3,Head,SSE,Head,N,7.0746,0.15,0.0,0.15,0.0,0.0,18.5,0.0
1.0,1.0672,3,Head,SE,Head,WNW,6.5375,0.112,0.0,0.1,0.1,0.0,18.7,0.0
1.0,1.2148,3,Head,SE,Beam,WNW,7.718,0.0956,0.0,0.08,0.1,0.0,20.4,0.0
1.0,1.2605,3,Head,SE,Head,WNW,8.084,0.1058,0.0,0.11,0.1,0.0,21.3,0.0
1.0,1.2391,3,Head,SE,Beam,WNW,7.9124,0.0902,0.0,0.08,0.1,0.0,19.3,0.0
1.0,1.1401,3,Head,SE,Beam,WNW,7.1206,0.0934,0.0,0.1,0.1,0.0,17.6,0.0
1.0,1.3088,3,Head,SE,Beam,WNW,8.4702,0.0881,0.0,0.1,0.1,0.0,18.9,0.0
1.0,1.3858,3,Head,SE,Beam,WSW,9.0864,0.0761,0.0,0.06,0.1,0.0,21.0,0.0
1.0,1.3845,3,Head,SE,Head,N,9.0761,0.07,0.0,0.07,0.0,0.0,21.1,0.0
1.0,1.5397,4,Head,SSE,Head,N,10.2385,0.07,0.0,0.07,0.0,0.0,18.9,0.0
1.0,1.5384,4,Head,SE,Head,N,10.2306,0.08,0.0,0.08,0.0,0.0,18.3,0.0
1.0,1.477,3,Head,SE,Head,N,9.8157,0.11,0.0,0.11,0.0,0.0,19.8,0.0
1.0,1.5119,4,Head,SSE,Head,N,10.0712,0.04,0.0,0.04,0.0,0.0,21.4,0.0
1.0,1.5121,4,Head,SE,Head,N,10.0724,0.04,0.0,0.04,0.0,0.0,20.4,0.0
1.0,1.48,3,Head,SE,Head,N,9.84,0.08,0.0,0.08,0.0,0.0,122.0,0.0
1.0,1.5688,4,Head,SSE,Head,N,10.4128,0.09,0.0,0.09,0.0,0.0,261.4,0.0
1.0,1.3604,3,Head,SSE,Head,NNW,8.8835,0.06,0.0,0.06,0.0,0.0,19.9,0.0
1.0,1.6685,4,Head,SSE,Head,NNW,11.011,0.07,0.0,0.07,0.0,0.0,20.2,0.0
1.0,1.6378,4,Head,SSE,Head,NNW,10.8266,0.06,0.0,0.06,0.0,0.0,18.4,0.0
1.0,1.7384,4,Head,SSE,Beam,SW,11.4303,0.0776,0.0,0.04,0.1,0.0,17.4,0.0
1.0,1.6688,4,Head,SSE,Head,N,11.0126,0.07,0.0,0.07,0.0,0.0,18.2,0.0
1.0,1.6087,4,Head,SSE,Head,N,10.652,0.04,0.0,0.04,0.0,0.0,21.6,0.0
1.0,1.7092,4,Head,SSE,Head,N,11.2553,0.02,0.0,0.02,0.0,0.0,20.3,0.0
1.0,1.8678,4,Head,SSE,Head,N,12.2069,0.04,0.0,0.04,0.0,0.0,18.5,0.0
1.0,1.7058,4,Head,SSE,Head,N,11.2346,0.04,0.0,0.04,0.0,0.0,19.1,0.0
1.0,1.7724,4,Head,SSE,Head,N,11.6341,0.03,0.0,0.03,0.0,0.0,18.8,0.0
1.0,1.5701,4,Head,SSE,Head,N,10.4207,0.08,0.0,0.08,0.0,0.0,20.9,0.0
1.0,1.7026,4,Head,SSE,Head,N,11.2158,0.06,0.0,0.06,0.0,0.0,20.1,0.0
1.0,1.858,4,Head,SSE,Head,N,12.1477,0.1,0.0,0.1,0.0,0.0,19.0,0.0
1.0,2.0511,4,Head,SSE,Head,N,13.3068,0.11,0.0,0.11,0.0,0.0,18.0,0.0
1.0,2.0995,4,Head,SSE,Tail,SW,13.5972,0.0937,0.0,0.01,0.1,0.0,19.8,0.0
1.0,2.0639,4,Head,SSE,Beam,SW,13.3832,0.0821,0.0,0.03,0.1,0.0,21.1,0.0
1.0,2.151,4,Head,SSE,Head,NNW,13.9062,0.09,0.0,0.09,0.0,0.0,18.6,0.0
1.0,2.0912,4,Head,SSE,Head,NNW,13.5475,0.06,0.0,0.06,0.0,0.0,17.8,0.0
1.0,1.8561,4,Head,SSE,Beam,WNW,12.1364,0.0816,0.0,0.11,0.1,0.0,19.2,0.0
1.0,1.5762,4,Head,SSE,Head,NNW,10.457,0.04,0.0,0.04,0.0,0.0,23.5,0.0
1.0,1.9873,4,Head,SSE,Beam,W,12.924,0.0781,0.0,0.1,0.1,0.0,16.2,0.0
1.0,1.7349,4,Head,SSE,Beam,WSW,11.4093,0.0728,0.0,0.06,0.1,0.0,19.4,0.0
1.0,1.8646,4,Head,SSE,Beam,W,12.1877,0.0774,0.0,0.06,0.1,0.0,31.6,0.0
1.0,1.5421,4,Head,S,Head,N,10.2525,0.05,0.0,0.05,0.0,0.0,15.8,0.0
1.0,2.156,4,Head,SSE,Beam,WSW,13.936,0.0761,0.0,0.06,0.1,0.0,22.9,0.0
1.0,2.2499,4,Head,SSE,Head,N,14.4994,0.08,0.0,0.08,0.0,0.0,30.1,0.0
1.0,1.8951,4,Head,SSE,Beam,W,12.3708,0.0749,0.0,0.07,0.1,0.0,369.3,0.0
1.0,2.3146,4,Head,SSE,Beam,W,14.8878,0.0731,0.0,0.08,0.1,0.0,17.1,0.0
1.0,2.2515,4,Head,SSE,Head,NNW,14.5088,0.07,0.0,0.07,0.0,0.0,16.8,0.0
1.0,2.5252,5,Head,SSE,Head,N,16.084,0.05,0.0,0.05,0.0,0.0,20.9,0.0
1.0,2.0845,4,Head,S,Head,N,13.5069,0.1,0.0,0.1,0.0,0.0,21.6,0.0
1.0,1.3858,3,Head,SSE,Beam,WSW,9.0867,0.0747,0.0,0.05,0.1,0.0,19.0,0.0
1.0,2.0845,4,Head,S,Beam,WNW,13.5069,0.0799,0.0,0.1,0.1,0.0,17.2,0.0
1.0,0.9432,2,Head,SSE,Head,N,5.7564,0.08,0.0,0.08,0.0,0.0,18.8,0.0
1.0,2.156,4,Head,SSE,Head,N,13.9358,0.06,0.0,0.06,0.0,0.0,20.9,0.0
1.0,2.2805,4,Head,S,Head,N,14.6833,0.09,0.0,0.09,0.0,0.0,18.8,0.0
1.0,0.3503,2,Head,SSE,Head,N,3.2157,0.09,0.0,0.09,0.0,0.0,18.4,0.0
1.0,1.6974,4,Head,S,Head,N,11.1843,0.09,0.0,0.09,0.0,0.0,18.5,0.0
1.0,1.9973,4,Head,SSE,Head,N,12.9839,0.04,0.0,0.04,0.0,0.0,20.4,0.0
1.0,2.3504,4,Head,SSE,Head,N,15.1023,0.06,0.0,0.06,0.0,0.0,20.2,0.0
1.0,1.2084,3,Head,SSE,Beam,WNW,7.6671,0.0854,0.0,0.11,0.1,0.0,19.4,0.0
1.0,1.7915,4,Head,SSE,Head,N,11.7492,0.11,0.0,0.11,0.0,0.0,17.4,0.0
1.0,1.1864,3,Head,S,Beam,W,7.491,0.0802,0.0,0.09,0.1,0.0,17.7,0.0
1.0,2.1543,4,Head,S,Head,N,13.9259,0.07,0.0,0.07,0.0,0.0,22.2,0.0
1.0,2.4085,4,Head,S,Beam,WNW,15.4509,0.0839,0.0,0.1,0.1,0.0,20.7,0.0
1.0,2.0778,4,Head,S,Head,N,13.4669,0.14,0.0,0.14,0.0,0.0,19.4,0.0
1.0,1.3502,3,Head,SSE,Head,N,8.8018,0.14,0.0,0.14,0.0,0.0,15.7,0.0
1.0,1.6512,4,Head,SSE,Head,N,10.907,0.18,0.0,0.18,0.0,0.0,18.9,0.0
1.0,1.8814,4,Head,SSE,Head,N,12.2885,0.16,0.0,0.16,0.0,0.0,20.1,0.0
1.0,1.6295,4,Head,SSE,Head,N,10.7769,0.11,0.0,0.11,0.0,0.0,20.5,0.0
1.0,0.6082,2,Head,S,Head,N,4.3208,0.15,0.0,0.15,0.0,0.0,17.7,0.0
1.0,1.6501,4,Head,SSE,Head,WNW,10.9004,0.1434,0.0,0.19,0.1,0.0,17.6,0.0
1.0,1.4173,3,Head,SSE,Head,N,9.3384,0.2,0.0,0.2,0.0,0.0,18.2,0.0
1.0,1.1773,3,Head,SE,Head,NNW,7.4182,0.18,0.0,0.18,0.0,0.0,375.7,0.0
1.0,1.6159,4,Head,SSE,Head,N,10.6955,0.2,0.0,0.2,0.0,0.0,18.5,0.0
1.0,1.463,3,Head,SE,Head,NNW,9.7039,0.23,0.0,0.23,0.0,0.0,17.3,0.0
1.0,1.6189,4,Head,SE,Head,N,10.7136,0.19,0.0,0.19,0.0,0.0,18.2,0.0
1.0,1.7015,4,Head,S,Head,N,11.2087,0.26,0.0,0.26,0.0,0.0,17.2,0.0
1.0,1.3635,3,Head,SSE,Head,WNW,8.9078,0.1774,0.0,0.23,0.1,0.0,20.0,0.0
1.0,1.3171,3,Head,SSE,Head,NNW,8.5372,0.22,0.0,0.22,0.0,0.0,21.5,0.0
1.0,1.3201,3,Head,SE,Head,WNW,8.5609,0.146,0.0,0.2,0.1,0.0,19.1,0.0
1.0,1.9952,4,Head,SSE,Head,NNW,12.9711,0.26,0.0,0.26,0.0,0.0,17.9,0.0
1.0,1.7779,4,Head,SE,Head,WNW,11.6675,0.1422,0.0,0.2,0.1,0.0,17.2,0.0
1.0,1.66,4,Head,SE,Head,NNW,10.9601,0.14,0.0,0.14,0.0,0.0,21.4,0.0
1.0,1.9713,4,Head,SE,Head,WNW,12.828,0.1476,0.0,0.21,0.1,0.0,20.1,0.0
1.0,1.5793,4,Head,SE,Head,WNW,10.4759,0.1817,0.0,0.24,0.1,0.0,18.8,0.0
1.0,1.5139,4,Head,SSE,Head,WNW,10.0836,0.1602,0.0,0.22,0.1,0.0,17.4,0.0
1.0,1.7696,4,Head,SE,Head,WNW,11.6176,0.1999,0.0,0.27,0.1,0.0,18.9,0.0
1.0,1.6035,4,Head,SE,Head,WNW,10.6212,0.2207,0.0,0.29,0.1,0.0,20.2,0.0
1.0,1.3025,3,Head,SE,Head,NNW,8.4199,0.14,0.0,0.14,0.0,0.0,20.7,0.0
1.0,1.8765,4,Head,SE,Head,WNW,12.2592,0.144,0.0,0.21,0.1,0.0,19.7,0.0
1.0,1.6602,4,Head,SSE,Head,NNW,10.9615,0.32,0.0,0.32,0.0,0.0,17.1,0.0
1.0,1.4325,3,Head,SSE,Head,WNW,9.4602,0.2005,0.0,0.26,0.1,0.0,19.2,0.0
1.0,1.6225,4,Head,SE,Head,WNW,10.735,0.1165,0.0,0.18,0.1,0.0,20.4,0.0
1.0,1.0747,3,Head,SE,Head,WNW,6.5975,0.1626,0.0,0.23,0.1,0.0,21.0,0.0
1.0,0.4537,2,Head,SE,Head,NNW,3.6589,0.27,0.0,0.27,0.0,0.0,20.1,0.0
1.0,0.7631,2,Head,SSE,Head,WNW,4.9846,0.2031,0.0,0.27,0.1,0.0,15.9,0.0
1.0,1.812,4,Head,ESE,Head,NNW,11.8723,0.22,0.0,0.22,0.0,0.0,21.0,0.0
1.0,1.152,3,Head,SE,Head,WNW,7.2159,0.1378,0.0,0.2,0.1,0.0,20.7,0.0
1.0,1.5106,4,Head,SE,Head,WNW,10.0634,0.2143,0.0,0.28,0.1,0.0,19.1,0.0
1.0,1.4668,3,Head,SE,Head,NNW,9.7342,0.22,0.0,0.22,0.0,0.0,290.7,0.0
1.0,1.9349,4,Head,SE,Head,NNW,12.6097,0.26,0.0,0.26,0.0,0.0,90.8,0.0
1.0,1.7726,4,Head,SE,Head,NNW,11.6354,0.26,0.0,0.26,0.0,0.0,18.2,0.0
1.0,1.3615,3,Head,SE,Head,NNW,8.8921,0.27,0.0,0.27,0.0,0.0,21.4,0.0
1.0,1.6447,4,Head,SE,Head,NNW,10.8679,0.26,0.0,0.26,0.0,0.0,17.4,0.0
1.0,1.4347,3,Head,SE,Head,NNW,9.4773,0.29,0.0,0.29,0.0,0.0,18.0,0.0
1.0,1.1962,3,Head,ESE,Head,NNW,7.5695,0.29,0.0,0.29,0.0,0.0,18.5,0.0
1.0,1.523,4,Head,ESE,Head,NNW,10.1377,0.21,0.0,0.21,0.0,0.0,20.4,0.0
1.0,1.5862,4,Head,ESE,Head,WNW,10.5171,0.2151,0.0,0.28,0.1,0.0,19.9,0.0
1.0,1.3389,3,Head,ESE,Head,NNW,8.7114,0.35,0.0,0.35,0.0,0.0,18.1,0.0
