timeid,fig_dataset,fig_no,voyage_route,new_v_datetime,sog,bf
5098243,0,F02-1,0.0,2019-08-04 02:50:00,12.0,3.0
5098244,0,F02-1,0.0,2019-08-04 02:55:00,12.1,3.0
5098244,0,F02-1,0.0,2019-08-04 02:55:00,12.1,3.0
5098245,0,F02-1,0.0,2019-08-04 03:00:00,12.2,4.0
5098245,0,F02-1,0.0,2019-08-04 03:00:00,12.2,4.0
5098246,0,F02-1,0.0,2019-08-04 03:05:00,12.1,4.0
5098246,0,F02-1,0.0,2019-08-04 03:05:00,12.1,4.0
5098247,0,F02-1,0.0,2019-08-04 03:10:00,12.3,4.0
5098247,0,F02-1,0.0,2019-08-04 03:10:00,12.3,4.0
5098248,0,F02-1,0.0,2019-08-04 03:15:00,12.4,4.0
5098248,0,F02-1,0.0,2019-08-04 03:15:00,12.4,4.0
5098249,0,F02-1,0.0,2019-08-04 03:20:00,12.5,3.0
5098249,0,F02-1,0.0,2019-08-04 03:20:00,12.5,3.0
5098250,0,F02-1,0.0,2019-08-04 03:25:00,12.1,3.0
5098250,0,F02-1,0.0,2019-08-04 03:25:00,12.1,3.0
5098251,0,F02-1,0.0,2019-08-04 03:30:00,12.3,4.0
5098251,0,F02-1,0.0,2019-08-04 03:30:00,12.3,4.0
5098252,0,F02-1,0.0,2019-08-04 03:35:00,12.3,4.0
5098252,0,F02-1,0.0,2019-08-04 03:35:00,12.3,4.0
5098253,0,F02-1,0.0,2019-08-04 03:40:00,12.1,4.0
5098253,0,F02-1,0.0,2019-08-04 03:40:00,12.1,4.0
5098254,0,F02-1,0.0,2019-08-04 03:45:00,12.3,4.0
5098254,0,F02-1,0.0,2019-08-04 03:45:00,12.3,4.0
5098255,0,F02-1,0.0,2019-08-04 03:50:00,12.2,4.0
5098255,0,F02-1,0.0,2019-08-04 03:50:00,12.2,4.0
5098256,0,F02-1,0.0,2019-08-04 03:55:00,12.2,4.0
5098256,0,F02-1,0.0,2019-08-04 03:55:00,12.2,4.0
5098257,0,F02-1,0.0,2019-08-04 04:00:00,12.3,4.0
5098257,0,F02-1,0.0,2019-08-04 04:00:00,12.3,4.0
5098258,0,F02-1,0.0,2019-08-04 04:05:00,12.3,4.0
5098258,0,F02-1,0.0,2019-08-04 04:05:00,12.3,4.0
5098259,0,F02-1,0.0,2019-08-04 04:10:00,12.4,5.0
5098259,0,F02-1,0.0,2019-08-04 04:10:00,12.4,5.0
5098260,0,F02-1,0.0,2019-08-04 04:15:00,12.3,4.0
5098260,0,F02-1,0.0,2019-08-04 04:15:00,12.3,4.0
5098261,0,F02-1,0.0,2019-08-04 04:20:00,12.5,4.0
5098261,0,F02-1,0.0,2019-08-04 04:20:00,12.5,4.0
5098262,0,F02-1,0.0,2019-08-04 04:25:00,12.4,4.0
5098262,0,F02-1,0.0,2019-08-04 04:25:00,12.4,4.0
5098263,0,F02-1,0.0,2019-08-04 04:30:00,12.3,4.0
5098263,0,F02-1,0.0,2019-08-04 04:30:00,12.3,4.0
5098264,0,F02-1,0.0,2019-08-04 04:35:00,12.3,4.0
5098264,0,F02-1,0.0,2019-08-04 04:35:00,12.3,4.0
5098265,0,F02-1,0.0,2019-08-04 04:40:00,12.3,4.0
5098265,0,F02-1,0.0,2019-08-04 04:40:00,12.3,4.0
5098266,0,F02-1,0.0,2019-08-04 04:45:00,12.4,4.0
5098266,0,F02-1,0.0,2019-08-04 04:45:00,12.4,4.0
5098267,0,F02-1,0.0,2019-08-04 04:50:00,12.4,4.0
5098267,0,F02-1,0.0,2019-08-04 04:50:00,12.4,4.0
5098268,0,F02-1,0.0,2019-08-04 04:55:00,12.3,5.0
5098268,0,F02-1,0.0,2019-08-04 04:55:00,12.3,5.0
5098269,0,F02-1,0.0,2019-08-04 05:00:00,12.3,5.0
5098269,0,F02-1,0.0,2019-08-04 05:00:00,12.3,5.0
5098270,0,F02-1,0.0,2019-08-04 05:05:00,12.1,5.0
5098270,0,F02-1,0.0,2019-08-04 05:05:00,12.1,5.0
5098271,0,F02-1,0.0,2019-08-04 05:10:00,12.2,4.0
5098271,0,F02-1,0.0,2019-08-04 05:10:00,12.2,4.0
5098272,0,F02-1,0.0,2019-08-04 05:15:00,12.4,5.0
5098272,0,F02-1,0.0,2019-08-04 05:15:00,12.4,5.0
5098273,0,F02-1,0.0,2019-08-04 05:20:00,12.3,5.0
5098273,0,F02-1,0.0,2019-08-04 05:20:00,12.3,5.0
5098274,0,F02-1,0.0,2019-08-04 05:25:00,12.3,4.0
5098274,0,F02-1,0.0,2019-08-04 05:25:00,12.3,4.0
5098275,0,F02-1,0.0,2019-08-04 05:30:00,12.3,5.0
5098275,0,F02-1,0.0,2019-08-04 05:30:00,12.3,5.0
5098276,0,F02-1,0.0,2019-08-04 05:35:00,12.2,4.0
5098276,0,F02-1,0.0,2019-08-04 05:35:00,12.2,4.0
5098277,0,F02-1,0.0,2019-08-04 05:40:00,12.2,4.0
5098277,0,F02-1,0.0,2019-08-04 05:40:00,12.2,4.0
5098278,0,F02-1,0.0,2019-08-04 05:45:00,12.3,5.0
5098278,0,F02-1,0.0,2019-08-04 05:45:00,12.3,5.0
5098279,0,F02-1,0.0,2019-08-04 05:50:00,12.2,5.0
5098279,0,F02-1,0.0,2019-08-04 05:50:00,12.2,5.0
5098280,0,F02-1,0.0,2019-08-04 05:55:00,12.2,4.0
5098280,0,F02-1,0.0,2019-08-04 05:55:00,12.2,4.0
5098281,0,F02-1,0.0,2019-08-04 06:00:00,12.3,4.0
5098281,0,F02-1,0.0,2019-08-04 06:00:00,12.3,4.0
5098282,0,F02-1,0.0,2019-08-04 06:05:00,12.4,4.0
5098282,0,F02-1,0.0,2019-08-04 06:05:00,12.4,4.0
5098283,0,F02-1,0.0,2019-08-04 06:10:00,12.3,4.0
5098283,0,F02-1,0.0,2019-08-04 06:10:00,12.3,4.0
5098284,0,F02-1,0.0,2019-08-04 06:15:00,12.2,5.0
5098284,0,F02-1,0.0,2019-08-04 06:15:00,12.2,5.0
5098285,0,F02-1,0.0,2019-08-04 06:20:00,12.1,6.0
5098285,0,F02-1,0.0,2019-08-04 06:20:00,12.1,6.0
5098286,0,F02-1,0.0,2019-08-04 06:25:00,12.0,6.0
5098286,0,F02-1,0.0,2019-08-04 06:25:00,12.0,6.0
5098287,0,F02-1,0.0,2019-08-04 06:30:00,12.3,7.0
5098287,0,F02-1,0.0,2019-08-04 06:30:00,12.3,7.0
5098288,0,F02-1,0.0,2019-08-04 06:35:00,12.3,6.0
5098288,0,F02-1,0.0,2019-08-04 06:35:00,12.3,6.0
5098289,0,F02-1,0.0,2019-08-04 06:40:00,12.3,5.0
5098289,0,F02-1,0.0,2019-08-04 06:40:00,12.3,5.0
5098290,0,F02-1,0.0,2019-08-04 06:45:00,12.1,5.0
5098290,0,F02-1,0.0,2019-08-04 06:45:00,12.1,5.0
5098291,0,F02-1,0.0,2019-08-04 06:50:00,12.3,4.0
5098291,0,F02-1,0.0,2019-08-04 06:50:00,12.3,4.0
5098292,0,F02-1,0.0,2019-08-04 06:55:00,12.1,4.0
5098292,0,F02-1,0.0,2019-08-04 06:55:00,12.1,4.0
5098293,0,F02-1,0.0,2019-08-04 07:00:00,12.1,4.0
5098293,0,F02-1,0.0,2019-08-04 07:00:00,12.1,4.0
5098294,0,F02-1,0.0,2019-08-04 07:05:00,12.0,4.0
5098294,0,F02-1,0.0,2019-08-04 07:05:00,12.0,4.0
5098295,0,F02-1,0.0,2019-08-04 07:10:00,12.3,5.0
5098295,0,F02-1,0.0,2019-08-04 07:10:00,12.3,5.0
5098296,0,F02-1,0.0,2019-08-04 07:15:00,12.3,4.0
5098296,0,F02-1,0.0,2019-08-04 07:15:00,12.3,4.0
5098297,0,F02-1,0.0,2019-08-04 07:20:00,12.5,4.0
5098297,0,F02-1,0.0,2019-08-04 07:20:00,12.5,4.0
5098298,0,F02-1,0.0,2019-08-04 07:25:00,12.1,5.0
5098298,0,F02-1,0.0,2019-08-04 07:25:00,12.1,5.0
5098299,0,F02-1,0.0,2019-08-04 07:30:00,12.3,5.0
5098299,0,F02-1,0.0,2019-08-04 07:30:00,12.3,5.0
5098300,0,F02-1,0.0,2019-08-04 07:35:00,12.2,5.0
5098300,0,F02-1,0.0,2019-08-04 07:35:00,12.2,5.0
5098301,0,F02-1,0.0,2019-08-04 07:40:00,12.3,4.0
5098301,0,F02-1,0.0,2019-08-04 07:40:00,12.3,4.0
5098302,0,F02-1,0.0,2019-08-04 07:45:00,12.1,5.0
5098302,0,F02-1,0.0,2019-08-04 07:45:00,12.1,5.0
5098303,0,F02-1,0.0,2019-08-04 07:50:00,12.0,4.0
5098303,0,F02-1,0.0,2019-08-04 07:50:00,12.0,4.0
5098304,0,F02-1,0.0,2019-08-04 07:55:00,12.0,4.0
5098304,0,F02-1,0.0,2019-08-04 07:55:00,12.0,4.0
5098305,0,F02-1,0.0,2019-08-04 08:00:00,11.9,5.0
5098305,0,F02-1,0.0,2019-08-04 08:00:00,11.9,5.0
5098306,0,F02-1,0.0,2019-08-04 08:05:00,11.7,6.0
5098306,0,F02-1,0.0,2019-08-04 08:05:00,11.7,6.0
5098307,0,F02-1,0.0,2019-08-04 08:10:00,11.8,6.0
5098307,0,F02-1,0.0,2019-08-04 08:10:00,11.8,6.0
5098308,0,F02-1,0.0,2019-08-04 08:15:00,11.7,6.0
5098308,0,F02-1,0.0,2019-08-04 08:15:00,11.7,6.0
5098309,0,F02-1,0.0,2019-08-04 08:20:00,11.7,5.0
5098309,0,F02-1,0.0,2019-08-04 08:20:00,11.7,5.0
5098310,0,F02-1,0.0,2019-08-04 08:25:00,11.5,5.0
5098310,0,F02-1,0.0,2019-08-04 08:25:00,11.5,5.0
5098311,0,F02-1,0.0,2019-08-04 08:30:00,11.6,5.0
5098311,0,F02-1,0.0,2019-08-04 08:30:00,11.6,5.0
5098312,0,F02-1,0.0,2019-08-04 08:35:00,11.6,5.0
5098312,0,F02-1,0.0,2019-08-04 08:35:00,11.6,5.0
5098313,0,F02-1,0.0,2019-08-04 08:40:00,11.7,5.0
5098313,0,F02-1,0.0,2019-08-04 08:40:00,11.7,5.0
5098314,0,F02-1,0.0,2019-08-04 08:45:00,11.8,5.0
5098314,0,F02-1,0.0,2019-08-04 08:45:00,11.8,5.0
5098315,0,F02-1,0.0,2019-08-04 08:50:00,11.7,5.0
5098315,0,F02-1,0.0,2019-08-04 08:50:00,11.7,5.0
5098316,0,F02-1,0.0,2019-08-04 08:55:00,11.8,5.0
5098316,0,F02-1,0.0,2019-08-04 08:55:00,11.8,5.0
5098317,0,F02-1,0.0,2019-08-04 09:00:00,12.0,5.0
5098317,0,F02-1,0.0,2019-08-04 09:00:00,12.0,5.0
5098318,0,F02-1,0.0,2019-08-04 09:05:00,11.9,4.0
5098318,0,F02-1,0.0,2019-08-04 09:05:00,11.9,4.0
5098319,0,F02-1,0.0,2019-08-04 09:10:00,12.0,4.0
5098319,0,F02-1,0.0,2019-08-04 09:10:00,12.0,4.0
5098320,0,F02-1,0.0,2019-08-04 09:15:00,11.9,5.0
5098320,0,F02-1,0.0,2019-08-04 09:15:00,11.9,5.0
5098321,0,F02-1,0.0,2019-08-04 09:20:00,12.0,5.0
5098321,0,F02-1,0.0,2019-08-04 09:20:00,12.0,5.0
5098322,0,F02-1,0.0,2019-08-04 09:25:00,11.9,5.0
5098322,0,F02-1,0.0,2019-08-04 09:25:00,11.9,5.0
5098323,0,F02-1,0.0,2019-08-04 09:30:00,12.0,5.0
5098323,0,F02-1,0.0,2019-08-04 09:30:00,12.0,5.0
5098324,0,F02-1,0.0,2019-08-04 09:35:00,12.0,4.0
5098324,0,F02-1,0.0,2019-08-04 09:35:00,12.0,4.0
5098325,0,F02-1,0.0,2019-08-04 09:40:00,12.0,4.0
5098325,0,F02-1,0.0,2019-08-04 09:40:00,12.0,4.0
5098326,0,F02-1,0.0,2019-08-04 09:45:00,12.0,4.0
5098326,0,F02-1,0.0,2019-08-04 09:45:00,12.0,4.0
5098327,0,F02-1,0.0,2019-08-04 09:50:00,12.0,5.0
5098327,0,F02-1,0.0,2019-08-04 09:50:00,12.0,5.0
5098328,0,F02-1,0.0,2019-08-04 09:55:00,12.0,4.0
5098328,0,F02-1,0.0,2019-08-04 09:55:00,12.0,4.0
5098329,0,F02-1,0.0,2019-08-04 10:00:00,12.0,5.0
5098329,0,F02-1,0.0,2019-08-04 10:00:00,12.0,5.0
5098330,0,F02-1,0.0,2019-08-04 10:05:00,12.0,4.0
5098330,0,F02-1,0.0,2019-08-04 10:05:00,12.0,4.0
5098331,0,F02-1,0.0,2019-08-04 10:10:00,12.0,5.0
5098331,0,F02-1,0.0,2019-08-04 10:10:00,12.0,5.0
5098332,0,F02-1,0.0,2019-08-04 10:15:00,12.1,5.0
5098332,0,F02-1,0.0,2019-08-04 10:15:00,12.1,5.0
5098333,0,F02-1,0.0,2019-08-04 10:20:00,12.2,5.0
5098333,0,F02-1,0.0,2019-08-04 10:20:00,12.2,5.0
5098334,0,F02-1,0.0,2019-08-04 10:25:00,12.3,5.0
5098334,0,F02-1,0.0,2019-08-04 10:25:00,12.3,5.0
5098335,0,F02-1,0.0,2019-08-04 10:30:00,12.2,6.0
5098335,0,F02-1,0.0,2019-08-04 10:30:00,12.2,6.0
5098336,0,F02-1,0.0,2019-08-04 10:35:00,12.2,4.0
5098336,0,F02-1,0.0,2019-08-04 10:35:00,12.2,4.0
5098337,0,F02-1,0.0,2019-08-04 10:40:00,12.3,4.0
5098337,0,F02-1,0.0,2019-08-04 10:40:00,12.3,4.0
5098338,0,F02-1,0.0,2019-08-04 10:45:00,12.2,4.0
5098338,0,F02-1,0.0,2019-08-04 10:45:00,12.2,4.0
5098339,0,F02-1,0.0,2019-08-04 10:50:00,12.1,4.0
5098339,0,F02-1,0.0,2019-08-04 10:50:00,12.1,4.0
5098340,0,F02-1,0.0,2019-08-04 10:55:00,12.1,4.0
5098340,0,F02-1,0.0,2019-08-04 10:55:00,12.1,4.0
5098341,0,F02-1,0.0,2019-08-04 11:00:00,12.1,4.0
5098341,0,F02-1,0.0,2019-08-04 11:00:00,12.1,4.0
5098342,0,F02-1,0.0,2019-08-04 11:05:00,12.1,4.0
5098342,0,F02-1,0.0,2019-08-04 11:05:00,12.1,4.0
5098343,0,F02-1,0.0,2019-08-04 11:10:00,12.2,4.0
5098343,0,F02-1,0.0,2019-08-04 11:10:00,12.2,4.0
5098344,0,F02-1,0.0,2019-08-04 11:15:00,12.1,4.0
5098344,0,F02-1,0.0,2019-08-04 11:15:00,12.1,4.0
5098345,0,F02-1,0.0,2019-08-04 11:20:00,12.2,4.0
5098345,0,F02-1,0.0,2019-08-04 11:20:00,12.2,4.0
5098346,0,F02-1,0.0,2019-08-04 11:25:00,12.2,4.0
5098346,0,F02-1,0.0,2019-08-04 11:25:00,12.2,4.0
5098347,0,F02-1,0.0,2019-08-04 11:30:00,12.4,4.0
5098347,0,F02-1,0.0,2019-08-04 11:30:00,12.4,4.0
5098348,0,F02-1,0.0,2019-08-04 11:35:00,12.4,4.0
5098348,0,F02-1,0.0,2019-08-04 11:35:00,12.4,4.0
5098349,0,F02-1,0.0,2019-08-04 11:40:00,12.4,4.0
5098349,0,F02-1,0.0,2019-08-04 11:40:00,12.4,4.0
5098350,0,F02-1,0.0,2019-08-04 11:45:00,12.4,4.0
5098350,0,F02-1,0.0,2019-08-04 11:45:00,12.4,4.0
5098351,0,F02-1,0.0,2019-08-04 11:50:00,12.4,4.0
5098351,0,F02-1,0.0,2019-08-04 11:50:00,12.4,4.0
5098352,0,F02-1,0.0,2019-08-04 11:55:00,12.6,4.0
5098352,0,F02-1,0.0,2019-08-04 11:55:00,12.6,4.0
5098353,0,F02-1,0.0,2019-08-04 12:00:00,12.7,4.0
5098353,0,F02-1,0.0,2019-08-04 12:00:00,12.7,4.0
5098354,0,F02-1,0.0,2019-08-04 12:05:00,12.6,3.0
5098354,0,F02-1,0.0,2019-08-04 12:05:00,12.6,3.0
5098355,0,F02-1,0.0,2019-08-04 12:10:00,12.6,4.0
5098355,0,F02-1,0.0,2019-08-04 12:10:00,12.6,4.0
5098356,0,F02-1,0.0,2019-08-04 12:15:00,12.1,4.0
5098356,0,F02-1,0.0,2019-08-04 12:15:00,12.1,4.0
5098357,0,F02-1,0.0,2019-08-04 12:20:00,12.4,3.0
5098357,0,F02-1,0.0,2019-08-04 12:20:00,12.4,3.0
5098358,0,F02-1,0.0,2019-08-04 12:25:00,12.5,4.0
5098358,0,F02-1,0.0,2019-08-04 12:25:00,12.5,4.0
5098359,0,F02-1,0.0,2019-08-04 12:30:00,12.5,4.0
5098359,0,F02-1,0.0,2019-08-04 12:30:00,12.5,4.0
5098360,0,F02-1,0.0,2019-08-04 12:35:00,12.4,4.0
5098360,0,F02-1,0.0,2019-08-04 12:35:00,12.4,4.0
5098361,0,F02-1,0.0,2019-08-04 12:40:00,12.5,4.0
5098361,0,F02-1,0.0,2019-08-04 12:40:00,12.5,4.0
5098362,0,F02-1,0.0,2019-08-04 12:45:00,12.5,4.0
5098362,0,F02-1,0.0,2019-08-04 12:45:00,12.5,4.0
5098363,0,F02-1,0.0,2019-08-04 12:50:00,12.3,6.0
5098363,0,F02-1,0.0,2019-08-04 12:50:00,12.3,6.0
5098364,0,F02-1,0.0,2019-08-04 12:55:00,12.1,5.0
5098364,0,F02-1,0.0,2019-08-04 12:55:00,12.1,5.0
5098365,0,F02-1,0.0,2019-08-04 13:00:00,11.9,5.0
5098365,0,F02-1,0.0,2019-08-04 13:00:00,11.9,5.0
5098366,0,F02-1,0.0,2019-08-04 13:05:00,12.0,5.0
5098366,0,F02-1,0.0,2019-08-04 13:05:00,12.0,5.0
5098367,0,F02-1,0.0,2019-08-04 13:10:00,12.1,4.0
5098367,0,F02-1,0.0,2019-08-04 13:10:00,12.1,4.0
5098368,0,F02-1,0.0,2019-08-04 13:15:00,12.1,4.0
5098368,0,F02-1,0.0,2019-08-04 13:15:00,12.1,4.0
5098369,0,F02-1,0.0,2019-08-04 13:20:00,12.1,4.0
5098369,0,F02-1,0.0,2019-08-04 13:20:00,12.1,4.0
5098370,0,F02-1,0.0,2019-08-04 13:25:00,12.2,4.0
5098370,0,F02-1,0.0,2019-08-04 13:25:00,12.2,4.0
5098371,0,F02-1,0.0,2019-08-04 13:30:00,12.4,4.0
5098371,0,F02-1,0.0,2019-08-04 13:30:00,12.4,4.0
5098372,0,F02-1,0.0,2019-08-04 13:35:00,12.4,3.0
5098372,0,F02-1,0.0,2019-08-04 13:35:00,12.4,3.0
5098373,0,F02-1,0.0,2019-08-04 13:40:00,12.5,3.0
5098373,0,F02-1,0.0,2019-08-04 13:40:00,12.5,3.0
5098374,0,F02-1,0.0,2019-08-04 13:45:00,12.7,4.0
5098374,0,F02-1,0.0,2019-08-04 13:45:00,12.7,4.0
5098375,0,F02-1,0.0,2019-08-04 13:50:00,12.7,4.0
5098375,0,F02-1,0.0,2019-08-04 13:50:00,12.7,4.0
5098376,0,F02-1,0.0,2019-08-04 13:55:00,12.7,4.0
5098376,0,F02-1,0.0,2019-08-04 13:55:00,12.7,4.0
5098377,0,F02-1,0.0,2019-08-04 14:00:00,12.7,1.0
5098377,0,F02-1,0.0,2019-08-04 14:00:00,12.7,1.0
5098378,0,F02-1,0.0,2019-08-04 14:05:00,12.9,2.0
5098378,0,F02-1,0.0,2019-08-04 14:05:00,12.9,2.0
5098379,0,F02-1,0.0,2019-08-04 14:10:00,12.9,2.0
5098379,0,F02-1,0.0,2019-08-04 14:10:00,12.9,2.0
5098380,0,F02-1,0.0,2019-08-04 14:15:00,13.1,3.0
5098380,0,F02-1,0.0,2019-08-04 14:15:00,13.1,3.0
5098381,0,F02-1,0.0,2019-08-04 14:20:00,13.2,2.0
5098381,0,F02-1,0.0,2019-08-04 14:20:00,13.2,2.0
5098382,0,F02-1,0.0,2019-08-04 14:25:00,13.2,1.0
5098382,0,F02-1,0.0,2019-08-04 14:25:00,13.2,1.0
5098383,0,F02-1,0.0,2019-08-04 14:30:00,13.2,3.0
5098383,0,F02-1,0.0,2019-08-04 14:30:00,13.2,3.0
5098384,0,F02-1,0.0,2019-08-04 14:35:00,13.1,3.0
5098384,0,F02-1,0.0,2019-08-04 14:35:00,13.1,3.0
5098385,0,F02-1,0.0,2019-08-04 14:40:00,13.2,4.0
5098385,0,F02-1,0.0,2019-08-04 14:40:00,13.2,4.0
5098386,0,F02-1,0.0,2019-08-04 14:45:00,13.2,1.0
5098386,0,F02-1,0.0,2019-08-04 14:45:00,13.2,1.0
5098387,0,F02-1,0.0,2019-08-04 14:50:00,13.2,1.0
5098387,0,F02-1,0.0,2019-08-04 14:50:00,13.2,1.0
5098388,0,F02-1,0.0,2019-08-04 14:55:00,13.1,2.0
5098388,0,F02-1,0.0,2019-08-04 14:55:00,13.1,2.0
5098389,0,F02-1,0.0,2019-08-04 15:00:00,13.2,2.0
5098389,0,F02-1,0.0,2019-08-04 15:00:00,13.2,2.0
5098390,0,F02-1,0.0,2019-08-04 15:05:00,13.0,3.0
5098390,0,F02-1,0.0,2019-08-04 15:05:00,13.0,3.0
5098391,0,F02-1,0.0,2019-08-04 15:10:00,12.9,3.0
5098391,0,F02-1,0.0,2019-08-04 15:10:00,12.9,3.0
5098392,0,F02-1,0.0,2019-08-04 15:15:00,13.0,2.0
5098392,0,F02-1,0.0,2019-08-04 15:15:00,13.0,2.0
5098393,0,F02-1,0.0,2019-08-04 15:20:00,13.0,3.0
5098393,0,F02-1,0.0,2019-08-04 15:20:00,13.0,3.0
5098394,0,F02-1,0.0,2019-08-04 15:25:00,13.0,3.0
5098394,0,F02-1,0.0,2019-08-04 15:25:00,13.0,3.0
5098395,0,F02-1,0.0,2019-08-04 15:30:00,13.0,3.0
5098395,0,F02-1,0.0,2019-08-04 15:30:00,13.0,3.0
5098396,0,F02-1,0.0,2019-08-04 15:35:00,13.1,3.0
5098396,0,F02-1,0.0,2019-08-04 15:35:00,13.1,3.0
5098397,0,F02-1,0.0,2019-08-04 15:40:00,13.1,3.0
5098397,0,F02-1,0.0,2019-08-04 15:40:00,13.1,3.0
5098398,0,F02-1,0.0,2019-08-04 15:45:00,13.1,3.0
5098398,0,F02-1,0.0,2019-08-04 15:45:00,13.1,3.0
5098399,0,F02-1,0.0,2019-08-04 15:50:00,13.1,4.0
5098399,0,F02-1,0.0,2019-08-04 15:50:00,13.1,4.0
5098400,0,F02-1,0.0,2019-08-04 15:55:00,13.0,5.0
5098400,0,F02-1,0.0,2019-08-04 15:55:00,13.0,5.0
5098401,0,F02-1,0.0,2019-08-04 16:00:00,12.9,5.0
5098401,0,F02-1,0.0,2019-08-04 16:00:00,12.9,5.0
5098402,0,F02-1,0.0,2019-08-04 16:05:00,13.0,4.0
5098402,0,F02-1,0.0,2019-08-04 16:05:00,13.0,4.0
5098403,0,F02-1,0.0,2019-08-04 16:10:00,12.9,4.0
5098403,0,F02-1,0.0,2019-08-04 16:10:00,12.9,4.0
5098404,0,F02-1,0.0,2019-08-04 16:15:00,12.9,4.0
5098404,0,F02-1,0.0,2019-08-04 16:15:00,12.9,4.0
5098405,0,F02-1,0.0,2019-08-04 16:20:00,12.9,4.0
5098405,0,F02-1,0.0,2019-08-04 16:20:00,12.9,4.0
5098406,0,F02-1,0.0,2019-08-04 16:25:00,12.9,4.0
5098406,0,F02-1,0.0,2019-08-04 16:25:00,12.9,4.0
5098407,0,F02-1,0.0,2019-08-04 16:30:00,12.9,4.0
5098407,0,F02-1,0.0,2019-08-04 16:30:00,12.9,4.0
5098408,0,F02-1,0.0,2019-08-04 16:35:00,12.9,4.0
5098408,0,F02-1,0.0,2019-08-04 16:35:00,12.9,4.0
5098409,0,F02-1,0.0,2019-08-04 16:40:00,12.9,4.0
5098409,0,F02-1,0.0,2019-08-04 16:40:00,12.9,4.0
5098410,0,F02-1,0.0,2019-08-04 16:45:00,13.0,4.0
5098410,0,F02-1,0.0,2019-08-04 16:45:00,13.0,4.0
5098411,0,F02-1,0.0,2019-08-04 16:50:00,13.0,4.0
5098411,0,F02-1,0.0,2019-08-04 16:50:00,13.0,4.0
5098412,0,F02-1,0.0,2019-08-04 16:55:00,12.9,4.0
5098412,0,F02-1,0.0,2019-08-04 16:55:00,12.9,4.0
5098413,0,F02-1,0.0,2019-08-04 17:00:00,13.0,4.0
5098413,0,F02-1,0.0,2019-08-04 17:00:00,13.0,4.0
5098414,0,F02-1,0.0,2019-08-04 17:05:00,13.1,4.0
5098414,0,F02-1,0.0,2019-08-04 17:05:00,13.1,4.0
5098415,0,F02-1,0.0,2019-08-04 17:10:00,13.1,4.0
5098415,0,F02-1,0.0,2019-08-04 17:10:00,13.1,4.0
5098416,0,F02-1,0.0,2019-08-04 17:15:00,13.1,4.0
5098416,0,F02-1,0.0,2019-08-04 17:15:00,13.1,4.0
5098417,0,F02-1,0.0,2019-08-04 17:20:00,13.1,3.0
5098417,0,F02-1,0.0,2019-08-04 17:20:00,13.1,3.0
5098418,0,F02-1,0.0,2019-08-04 17:25:00,13.1,4.0
5098418,0,F02-1,0.0,2019-08-04 17:25:00,13.1,4.0
5098419,0,F02-1,0.0,2019-08-04 17:30:00,13.1,4.0
5098419,0,F02-1,0.0,2019-08-04 17:30:00,13.1,4.0
5098420,0,F02-1,0.0,2019-08-04 17:35:00,13.0,6.0
5098420,0,F02-1,0.0,2019-08-04 17:35:00,13.0,6.0
5098421,0,F02-1,0.0,2019-08-04 17:40:00,13.0,6.0
5098421,0,F02-1,0.0,2019-08-04 17:40:00,13.0,6.0
5098422,0,F02-1,0.0,2019-08-04 17:45:00,13.0,6.0
5098422,0,F02-1,0.0,2019-08-04 17:45:00,13.0,6.0
5098423,0,F02-1,0.0,2019-08-04 17:50:00,13.0,4.0
5098423,0,F02-1,0.0,2019-08-04 17:50:00,13.0,4.0
5098424,0,F02-1,0.0,2019-08-04 17:55:00,13.3,4.0
5098424,0,F02-1,0.0,2019-08-04 17:55:00,13.3,4.0
5098425,0,F02-1,0.0,2019-08-04 18:00:00,13.3,4.0
5098425,0,F02-1,0.0,2019-08-04 18:00:00,13.3,4.0
5098426,0,F02-1,0.0,2019-08-04 18:05:00,13.3,4.0
5098426,0,F02-1,0.0,2019-08-04 18:05:00,13.3,4.0
5098427,0,F02-1,0.0,2019-08-04 18:10:00,13.4,4.0
5098427,0,F02-1,0.0,2019-08-04 18:10:00,13.4,4.0
5098428,0,F02-1,0.0,2019-08-04 18:15:00,13.6,4.0
5098428,0,F02-1,0.0,2019-08-04 18:15:00,13.6,4.0
5098429,0,F02-1,0.0,2019-08-04 18:20:00,13.5,3.0
5098429,0,F02-1,0.0,2019-08-04 18:20:00,13.5,3.0
5098430,0,F02-1,0.0,2019-08-04 18:25:00,13.4,3.0
5098430,0,F02-1,0.0,2019-08-04 18:25:00,13.4,3.0
5098431,0,F02-1,0.0,2019-08-04 18:30:00,13.4,2.0
5098431,0,F02-1,0.0,2019-08-04 18:30:00,13.4,2.0
5098432,0,F02-1,0.0,2019-08-04 18:35:00,13.5,3.0
5098432,0,F02-1,0.0,2019-08-04 18:35:00,13.5,3.0
5098433,0,F02-1,0.0,2019-08-04 18:40:00,13.3,2.0
5098433,0,F02-1,0.0,2019-08-04 18:40:00,13.3,2.0
5098434,0,F02-1,0.0,2019-08-04 18:45:00,13.2,3.0
5098434,0,F02-1,0.0,2019-08-04 18:45:00,13.2,3.0
5098435,0,F02-1,0.0,2019-08-04 18:50:00,13.2,3.0
5098435,0,F02-1,0.0,2019-08-04 18:50:00,13.2,3.0
5098436,0,F02-1,0.0,2019-08-04 18:55:00,13.3,4.0
5098436,0,F02-1,0.0,2019-08-04 18:55:00,13.3,4.0
