timeid,fig_dataset,fig_no,rpm_percentage,me_sfoc
5106808,2,F01-1,0.77,210.41
5106809,2,F01-1,0.77,210.75
5106810,2,F01-1,0.77,210.91
5106811,2,F01-1,0.77,211.38
5106812,2,F01-1,0.77,211.19
5106814,2,F01-1,0.77,210.12
5106815,2,F01-1,0.77,210.17
5106816,2,F01-1,0.77,208.9
5106817,2,F01-1,0.77,209.07
5106818,2,F01-1,0.77,209.61
5106819,2,F01-1,0.77,209.74
5106820,2,F01-1,0.77,210.28
5106821,2,F01-1,0.77,210.06
5106822,2,F01-1,0.77,209.61
5106823,2,F01-1,0.77,209.44
5106824,2,F01-1,0.77,210.34
5106825,2,F01-1,0.77,209.97
5106827,2,F01-1,0.77,209.74
5106828,2,F01-1,0.77,209.89
5106829,2,F01-1,0.77,210.56
5106830,2,F01-1,0.77,210.66
5106831,2,F01-1,0.77,210.68
5106832,2,F01-1,0.77,246.31
5106833,2,F01-1,0.77,238.88
5106834,2,F01-1,0.77,209.82
5106835,2,F01-1,0.77,210.34
5106836,2,F01-1,0.77,210.46
5106837,2,F01-1,0.77,210.35
5106838,2,F01-1,0.77,209.86
5106839,2,F01-1,0.77,210.68
5106840,2,F01-1,0.77,208.98
5106841,2,F01-1,0.77,210.23
5106842,2,F01-1,0.77,209.68
5106843,2,F01-1,0.77,210.21
5106844,2,F01-1,0.77,209.2
5106845,2,F01-1,0.77,209.56
5106846,2,F01-1,0.77,209.97
5106847,2,F01-1,0.77,210.16
5106848,2,F01-1,0.77,210.49
5106849,2,F01-1,0.77,210.55
5106850,2,F01-1,0.77,210.32
5106851,2,F01-1,0.77,210.36
5106852,2,F01-1,0.77,209.77
5106853,2,F01-1,0.77,210.03
5106854,2,F01-1,0.77,210.58
5106855,2,F01-1,0.77,208.88
5106856,2,F01-1,0.77,210.09
5106857,2,F01-1,0.77,210.94
5106858,2,F01-1,0.77,209.41
5106859,2,F01-1,0.77,220.53
5106860,2,F01-1,0.77,266.57
5106861,2,F01-1,0.77,209.99
5106862,2,F01-1,0.77,209.07
5106863,2,F01-1,0.77,209.32
5106864,2,F01-1,0.77,210.48
5106865,2,F01-1,0.77,210.33
5106866,2,F01-1,0.77,210.64
5106867,2,F01-1,0.77,210.4
5106868,2,F01-1,0.77,210.1
5106869,2,F01-1,0.77,210.74
5106870,2,F01-1,0.77,210.61
5106871,2,F01-1,0.77,210.11
5106872,2,F01-1,0.77,209.55
5106873,2,F01-1,0.77,209.61
5106874,2,F01-1,0.77,210.35
5106875,2,F01-1,0.77,209.9
5106876,2,F01-1,0.77,209.31
5106877,2,F01-1,0.77,209.61
5106878,2,F01-1,0.77,209.07
5106879,2,F01-1,0.77,210.07
5106880,2,F01-1,0.77,209.55
5106881,2,F01-1,0.77,208.73
5106882,2,F01-1,0.77,209.95
5106883,2,F01-1,0.77,208.87
5106884,2,F01-1,0.77,209.81
5106885,2,F01-1,0.77,209.33
5106886,2,F01-1,0.77,211.09
5106887,2,F01-1,0.77,271.22
5106888,2,F01-1,0.77,209.42
5106889,2,F01-1,0.77,208.83
5106890,2,F01-1,0.77,209.36
5106891,2,F01-1,0.77,209.72
5106892,2,F01-1,0.77,208.7
5106893,2,F01-1,0.77,209.58
5106894,2,F01-1,0.77,209.67
5106895,2,F01-1,0.77,209.34
5106896,2,F01-1,0.77,209.34
5106897,2,F01-1,0.77,208.51
5106898,2,F01-1,0.77,208.75
5106899,2,F01-1,0.77,210.42
5106900,2,F01-1,0.77,209.33
5106901,2,F01-1,0.77,208.56
5106902,2,F01-1,0.77,209.25
5106903,2,F01-1,0.77,208.85
5106904,2,F01-1,0.77,209.1
5106905,2,F01-1,0.77,208.9
5106906,2,F01-1,0.77,209.48
5106907,2,F01-1,0.77,208.95
5106908,2,F01-1,0.77,209.63
5106909,2,F01-1,0.77,210.47
5106910,2,F01-1,0.77,209.37
5106911,2,F01-1,0.77,210.19
5106912,2,F01-1,0.77,209.47
5106913,2,F01-1,0.77,209.74
5106914,2,F01-1,0.77,273.59
5106915,2,F01-1,0.77,210.04
5106916,2,F01-1,0.77,209.67
5106917,2,F01-1,0.77,210.01
5106918,2,F01-1,0.77,210.03
5106919,2,F01-1,0.77,209.17
5106920,2,F01-1,0.77,210.21
5106921,2,F01-1,0.77,209.77
5106922,2,F01-1,0.77,209.06
5106923,2,F01-1,0.77,210.27
5106924,2,F01-1,0.77,209.83
5106925,2,F01-1,0.77,209.14
5106926,2,F01-1,0.77,209.39
5106927,2,F01-1,0.77,209.42
5106928,2,F01-1,0.77,209.58
5106929,2,F01-1,0.77,209.21
5106930,2,F01-1,0.77,209.54
5106931,2,F01-1,0.77,209.79
5106932,2,F01-1,0.77,209.48
5106933,2,F01-1,0.77,209.31
5106934,2,F01-1,0.77,209.87
5106935,2,F01-1,0.77,209.63
5106936,2,F01-1,0.77,209.25
5106937,2,F01-1,0.77,208.63
5106938,2,F01-1,0.77,209.36
5106939,2,F01-1,0.77,208.56
5106940,2,F01-1,0.77,209.89
5106941,2,F01-1,0.77,252.96
5106942,2,F01-1,0.77,233.73
5106943,2,F01-1,0.77,210.06
5106944,2,F01-1,0.77,209.33
5106945,2,F01-1,0.77,209.23
5106946,2,F01-1,0.77,209.16
5106947,2,F01-1,0.77,209.28
5106948,2,F01-1,0.77,209.75
5106949,2,F01-1,0.77,210.22
5106950,2,F01-1,0.77,209.81
5106951,2,F01-1,0.77,210.63
5106952,2,F01-1,0.77,209.51
5106953,2,F01-1,0.77,209.35
5106954,2,F01-1,0.77,209.46
5106955,2,F01-1,0.77,209.89
5106956,2,F01-1,0.77,209.92
5106957,2,F01-1,0.77,209.34
5106958,2,F01-1,0.77,210.05
5106959,2,F01-1,0.77,209.49
5106960,2,F01-1,0.77,209.47
5106961,2,F01-1,0.77,209.21
5106962,2,F01-1,0.77,209.08
5106963,2,F01-1,0.77,208.73
5106964,2,F01-1,0.77,209.68
5106965,2,F01-1,0.77,209.26
5106966,2,F01-1,0.77,209.64
5106967,2,F01-1,0.77,209.87
5106968,2,F01-1,0.77,221.68
5106969,2,F01-1,0.77,262.08
5106970,2,F01-1,0.77,209.58
5106971,2,F01-1,0.77,209.17
5106972,2,F01-1,0.77,208.47
5106973,2,F01-1,0.77,209.38
5106974,2,F01-1,0.77,210.19
5106975,2,F01-1,0.77,209.63
5106976,2,F01-1,0.77,209.31
5106977,2,F01-1,0.77,208.94
5106978,2,F01-1,0.77,209.41
5106979,2,F01-1,0.77,209.23
5106980,2,F01-1,0.77,208.64
5106981,2,F01-1,0.77,208.78
5106982,2,F01-1,0.77,209.7
5106983,2,F01-1,0.77,209.03
5106984,2,F01-1,0.77,208.76
5106985,2,F01-1,0.77,209.29
5106986,2,F01-1,0.77,209.82
5106987,2,F01-1,0.77,209.13
5106988,2,F01-1,0.77,210.15
5106989,2,F01-1,0.77,208.92
5106990,2,F01-1,0.77,209.81
5106991,2,F01-1,0.77,209.63
5106993,2,F01-1,0.77,209.3
5106994,2,F01-1,0.77,209.19
5106995,2,F01-1,0.77,212.53
5106997,2,F01-1,0.77,209.34
5106998,2,F01-1,0.77,209.48
5106999,2,F01-1,0.77,210.05
5107000,2,F01-1,0.77,209.85
5107001,2,F01-1,0.77,208.94
5107002,2,F01-1,0.77,208.9
5107003,2,F01-1,0.77,210.14
5107004,2,F01-1,0.77,209.26
5107005,2,F01-1,0.77,209.89
5107006,2,F01-1,0.77,209.15
5107008,2,F01-1,0.77,209.89
5107009,2,F01-1,0.77,209.6
5107010,2,F01-1,0.77,210.56
5107011,2,F01-1,0.77,210.85
5107012,2,F01-1,0.77,210.25
5107013,2,F01-1,0.77,210.91
5107015,2,F01-1,0.77,209.47
5107016,2,F01-1,0.77,210.13
5107017,2,F01-1,0.77,214.07
5107018,2,F01-1,0.0,0.0
5107019,2,F01-1,0.0,0.0
5107020,2,F01-1,0.0,0.0
5107021,2,F01-1,0.0,0.0
5107022,2,F01-1,0.0,0.0
5107023,2,F01-1,0.0,0.0
5107024,2,F01-1,0.0,0.0
5107025,2,F01-1,0.0,0.0
5107026,2,F01-1,0.0,0.0
5107027,2,F01-1,0.0,0.0
5107028,2,F01-1,0.0,0.0
5107029,2,F01-1,0.0,0.0
5107030,2,F01-1,0.0,0.0
5107031,2,F01-1,0.0,0.0
5107032,2,F01-1,0.0,0.0
5107033,2,F01-1,0.0,0.0
5107034,2,F01-1,0.0,0.0
5107039,2,F01-1,0.0,0.0
5107041,2,F01-1,0.0,0.0
5107042,2,F01-1,0.0,0.0
5107047,2,F01-1,0.0,0.0
5107049,2,F01-1,0.0,0.0
5107050,2,F01-1,0.0,0.0
5107051,2,F01-1,0.0,0.0
5107052,2,F01-1,0.0,0.0
5107053,2,F01-1,0.0,0.0
5107055,2,F01-1,0.0,0.0
5107057,2,F01-1,0.0,0.0
5107058,2,F01-1,0.0,0.0
5107059,2,F01-1,0.0,0.0
5107061,2,F01-1,0.0,0.0
5107062,2,F01-1,0.0,0.0
5107063,2,F01-1,0.0,0.0
5107064,2,F01-1,0.0,0.0
5107065,2,F01-1,0.0,0.0
5107066,2,F01-1,0.0,0.0
5107067,2,F01-1,0.0,0.0
5107068,2,F01-1,0.0,0.0
5107069,2,F01-1,0.0,0.0
5107070,2,F01-1,0.0,0.0
5107071,2,F01-1,0.0,0.0
5107072,2,F01-1,0.0,0.0
5107074,2,F01-1,0.0,0.0
5107076,2,F01-1,0.0,0.0
5107077,2,F01-1,0.0,0.0
5107079,2,F01-1,0.0,0.0
5107080,2,F01-1,0.0,0.0
5107081,2,F01-1,0.0,0.0
5107082,2,F01-1,0.0,0.0
5107083,2,F01-1,0.0,0.0
5107084,2,F01-1,0.0,0.0
5107085,2,F01-1,0.0,0.0
5107086,2,F01-1,0.0,0.0
5107087,2,F01-1,0.0,0.0
5107088,2,F01-1,0.0,0.0
5107089,2,F01-1,0.0,0.0
5107090,2,F01-1,0.0,0.0
5107091,2,F01-1,0.0,0.0
5107092,2,F01-1,0.0,0.0
5107093,2,F01-1,0.0,0.0
5107094,2,F01-1,0.0,0.0
5107095,2,F01-1,0.0,0.0
5107096,2,F01-1,0.0,0.0
5107097,2,F01-1,0.0,0.0
5107098,2,F01-1,0.0,0.0
5107099,2,F01-1,0.0,0.0
5107100,2,F01-1,0.0,0.0
5107101,2,F01-1,0.0,0.0
5107102,2,F01-1,0.0,0.0
5107103,2,F01-1,0.0,0.0
5107104,2,F01-1,0.0,0.0
5107105,2,F01-1,0.0,0.0
5107106,2,F01-1,0.0,0.0
5107107,2,F01-1,0.0,0.0
5107108,2,F01-1,0.0,0.0
5107109,2,F01-1,0.0,0.0
5107110,2,F01-1,0.0,0.0
5107111,2,F01-1,0.0,0.0
5107112,2,F01-1,0.0,0.0
5107113,2,F01-1,0.0,0.0
5107114,2,F01-1,0.0,0.0
5107115,2,F01-1,0.0,0.0
5107116,2,F01-1,0.0,0.0
5107117,2,F01-1,0.0,0.0
5107118,2,F01-1,0.0,0.0
5107119,2,F01-1,0.0,0.0
5107120,2,F01-1,0.0,0.0
5107121,2,F01-1,0.0,0.0
5107122,2,F01-1,0.0,0.0
5107123,2,F01-1,0.0,0.0
5107124,2,F01-1,0.0,0.0
5107125,2,F01-1,0.0,0.0
5107126,2,F01-1,0.0,0.0
5107127,2,F01-1,0.0,0.0
5107128,2,F01-1,0.0,0.0
5107129,2,F01-1,0.0,0.0
5107130,2,F01-1,0.0,0.0
5107131,2,F01-1,0.0,0.0
5107132,2,F01-1,0.0,0.0
5107133,2,F01-1,0.0,0.0
5107134,2,F01-1,0.0,0.0
5107135,2,F01-1,0.0,0.0
5107136,2,F01-1,0.0,0.0
5107137,2,F01-1,0.0,0.0
5107138,2,F01-1,0.0,0.0
5107139,2,F01-1,0.0,0.0
5107140,2,F01-1,0.0,0.0
5107141,2,F01-1,0.0,0.0
5107142,2,F01-1,0.0,0.0
5107143,2,F01-1,0.0,0.0
5107144,2,F01-1,0.0,0.0
5107145,2,F01-1,0.0,0.0
5107146,2,F01-1,0.0,0.0
5107147,2,F01-1,0.0,0.0
5107148,2,F01-1,0.0,0.0
5107149,2,F01-1,0.0,0.0
5107150,2,F01-1,0.0,0.0
5107151,2,F01-1,0.0,0.0
5107152,2,F01-1,0.0,0.0
5107153,2,F01-1,0.0,0.0
5107154,2,F01-1,0.0,0.0
5107155,2,F01-1,0.0,0.0
5107156,2,F01-1,0.0,0.0
5107157,2,F01-1,0.0,0.0
5107158,2,F01-1,0.0,0.0
5107159,2,F01-1,0.0,0.0
5107160,2,F01-1,0.0,0.0
5107161,2,F01-1,0.0,0.0
5107162,2,F01-1,0.0,0.0
5107163,2,F01-1,0.0,0.0
5107164,2,F01-1,0.0,0.0
5107165,2,F01-1,0.77,209.07
5107166,2,F01-1,0.77,206.67
5107167,2,F01-1,0.77,205.03
5107168,2,F01-1,0.77,205.74
5107169,2,F01-1,0.77,206.49
5107170,2,F01-1,0.77,206.84
5107171,2,F01-1,0.77,207.71
5107172,2,F01-1,0.77,206.86
5107173,2,F01-1,0.77,206.65
5107174,2,F01-1,0.77,206.36
5107175,2,F01-1,0.77,206.47
5107176,2,F01-1,0.77,208.13
5107177,2,F01-1,0.77,209.7
5107178,2,F01-1,0.77,209.21
5107179,2,F01-1,0.77,208.94
5107180,2,F01-1,0.77,209.76
5107181,2,F01-1,0.77,209.19
5107182,2,F01-1,0.77,208.97
5107183,2,F01-1,0.77,210.22
5107184,2,F01-1,0.77,209.37
5107185,2,F01-1,0.77,211.44
5107186,2,F01-1,0.77,237.01
5107187,2,F01-1,0.77,252.91
5107188,2,F01-1,0.77,211.38
5107189,2,F01-1,0.77,211.34
5107190,2,F01-1,0.77,211.74
5107191,2,F01-1,0.77,210.39
5107192,2,F01-1,0.77,212.19
5107193,2,F01-1,0.77,211.46
5107194,2,F01-1,0.77,210.47
5107195,2,F01-1,0.77,211.55
5107196,2,F01-1,0.77,212.21
5107197,2,F01-1,0.77,212.17
5107198,2,F01-1,0.77,212.64
5107199,2,F01-1,0.77,214.06
5107200,2,F01-1,0.77,212.64
5107201,2,F01-1,0.77,211.73
5107202,2,F01-1,0.77,212.96
5107203,2,F01-1,0.77,211.85
5107204,2,F01-1,0.77,214.58
5107205,2,F01-1,0.77,214.3
5107206,2,F01-1,0.77,214.17
5107207,2,F01-1,0.77,212.68
5107208,2,F01-1,0.77,212.72
5107209,2,F01-1,0.77,213.37
5107210,2,F01-1,0.77,213.75
5107211,2,F01-1,0.77,212.03
5107212,2,F01-1,0.77,213.27
5107213,2,F01-1,0.77,220.88
5107214,2,F01-1,0.77,274.94
5107215,2,F01-1,0.77,212.97
5107216,2,F01-1,0.77,211.68
5107217,2,F01-1,0.77,213.96
5107218,2,F01-1,0.77,215.04
5107219,2,F01-1,0.77,212.94
5107220,2,F01-1,0.77,213.68
5107221,2,F01-1,0.77,213.94
5107222,2,F01-1,0.77,215.59
5107223,2,F01-1,0.77,212.55
5107224,2,F01-1,0.77,211.52
5107225,2,F01-1,0.77,211.42
5107226,2,F01-1,0.77,212.17
5107227,2,F01-1,0.77,210.61
5107228,2,F01-1,0.77,211.24
5107229,2,F01-1,0.77,210.87
5107230,2,F01-1,0.77,211.22
5107231,2,F01-1,0.77,210.93
5107232,2,F01-1,0.77,211.99
5107233,2,F01-1,0.77,212.8
5107234,2,F01-1,0.77,212.58
5107235,2,F01-1,0.77,212.9
5107236,2,F01-1,0.77,212.09
5107237,2,F01-1,0.77,211.3
5107238,2,F01-1,0.77,212.84
5107239,2,F01-1,0.77,212.25
5107240,2,F01-1,0.77,211.34
5107241,2,F01-1,0.77,277.98
5107242,2,F01-1,0.77,213.04
5107243,2,F01-1,0.77,210.83
5107244,2,F01-1,0.77,213.62
5107245,2,F01-1,0.77,211.73
5107246,2,F01-1,0.77,212.49
5107247,2,F01-1,0.77,212.98
5107248,2,F01-1,0.77,213.04
5107249,2,F01-1,0.77,212.18
5107250,2,F01-1,0.77,214.86
5107251,2,F01-1,0.77,215.28
5107252,2,F01-1,0.77,212.92
5107253,2,F01-1,0.77,213.21
5107254,2,F01-1,0.77,214.08
5107255,2,F01-1,0.77,214.86
5107256,2,F01-1,0.77,213.46
5107257,2,F01-1,0.77,213.09
5107258,2,F01-1,0.77,213.89
5107259,2,F01-1,0.77,214.62
5107260,2,F01-1,0.77,213.04
5107261,2,F01-1,0.77,212.48
5107262,2,F01-1,0.77,212.96
5107263,2,F01-1,0.77,213.11
5107264,2,F01-1,0.77,213.51
5107265,2,F01-1,0.77,212.17
5107266,2,F01-1,0.77,213.8
5107267,2,F01-1,0.77,212.58
5107268,2,F01-1,0.77,271.07
5107269,2,F01-1,0.77,219.96
5107270,2,F01-1,0.77,213.32
5107271,2,F01-1,0.77,213.47
5107272,2,F01-1,0.77,212.87
5107273,2,F01-1,0.77,212.29
5107274,2,F01-1,0.77,213.21
5107275,2,F01-1,0.77,212.2
5107276,2,F01-1,0.77,211.93
5107277,2,F01-1,0.77,214.24
5107278,2,F01-1,0.77,213.25
5107279,2,F01-1,0.77,212.29
5107280,2,F01-1,0.77,211.0
5107281,2,F01-1,0.77,212.23
5107282,2,F01-1,0.77,211.54
5107283,2,F01-1,0.77,210.95
5107284,2,F01-1,0.77,211.68
5107285,2,F01-1,0.77,210.57
5107286,2,F01-1,0.77,211.12
5107287,2,F01-1,0.77,208.74
5107288,2,F01-1,0.77,208.42
5107289,2,F01-1,0.77,209.88
5107290,2,F01-1,0.77,209.61
5107291,2,F01-1,0.77,209.05
5107292,2,F01-1,0.77,210.36
5107293,2,F01-1,0.77,210.67
5107294,2,F01-1,0.77,209.9
5107295,2,F01-1,0.77,238.3
5107296,2,F01-1,0.77,250.2
5107297,2,F01-1,0.77,210.02
5107298,2,F01-1,0.77,210.22
5107299,2,F01-1,0.77,211.36
5107300,2,F01-1,0.77,209.98
5107301,2,F01-1,0.77,209.66
5107302,2,F01-1,0.77,211.54
5107303,2,F01-1,0.77,211.36
5107304,2,F01-1,0.77,210.65
5107305,2,F01-1,0.77,209.82
5107306,2,F01-1,0.77,212.58
5107307,2,F01-1,0.77,210.53
5107308,2,F01-1,0.77,210.18
5107309,2,F01-1,0.77,212.37
5107310,2,F01-1,0.77,211.28
5107311,2,F01-1,0.77,211.09
5107312,2,F01-1,0.77,211.44
5107313,2,F01-1,0.77,211.4
5107314,2,F01-1,0.76,211.43
5107316,2,F01-1,0.77,210.37
5107317,2,F01-1,0.77,209.47
5107318,2,F01-1,0.77,209.07
5107319,2,F01-1,0.77,209.74
5107320,2,F01-1,0.77,210.14
5107321,2,F01-1,0.77,210.12
5107322,2,F01-1,0.77,219.77
5107323,2,F01-1,0.77,269.86
5107324,2,F01-1,0.77,211.01
5107325,2,F01-1,0.77,208.82
5107326,2,F01-1,0.77,209.7
5107327,2,F01-1,0.77,209.19
5107328,2,F01-1,0.77,212.15
5107329,2,F01-1,0.77,211.82
5107330,2,F01-1,0.77,210.2
5107331,2,F01-1,0.77,209.74
5107332,2,F01-1,0.77,207.36
5107333,2,F01-1,0.77,210.53
5107334,2,F01-1,0.77,215.46
5107335,2,F01-1,0.77,213.61
5107336,2,F01-1,0.77,213.28
5107337,2,F01-1,0.77,216.83
5107338,2,F01-1,0.77,211.87
5107339,2,F01-1,0.77,213.89
5107340,2,F01-1,0.77,210.65
5107341,2,F01-1,0.77,214.4
5107342,2,F01-1,0.77,213.4
5107343,2,F01-1,0.77,211.52
5107344,2,F01-1,0.77,212.74
5107345,2,F01-1,0.77,210.67
5107346,2,F01-1,0.77,210.04
5107347,2,F01-1,0.77,211.06
5107348,2,F01-1,0.77,211.91
5107349,2,F01-1,0.77,211.24
5107350,2,F01-1,0.77,282.64
5107351,2,F01-1,0.77,208.76
5107352,2,F01-1,0.77,212.67
5107353,2,F01-1,0.77,211.58
5107354,2,F01-1,0.77,211.81
5107355,2,F01-1,0.77,208.64
5107356,2,F01-1,0.77,210.04
5107357,2,F01-1,0.77,209.66
5107358,2,F01-1,0.77,210.27
5107359,2,F01-1,0.77,210.57
5107360,2,F01-1,0.77,210.71
5107361,2,F01-1,0.77,209.47
5107362,2,F01-1,0.77,210.45
5107363,2,F01-1,0.77,212.76
5107364,2,F01-1,0.77,211.99
5107365,2,F01-1,0.77,211.38
5107366,2,F01-1,0.77,211.06
5107367,2,F01-1,0.77,209.35
5107368,2,F01-1,0.77,210.33
5107369,2,F01-1,0.77,208.0
5107370,2,F01-1,0.77,209.33
5107371,2,F01-1,0.77,208.66
5107372,2,F01-1,0.77,209.74
5107373,2,F01-1,0.77,207.79
5107374,2,F01-1,0.77,207.95
5107375,2,F01-1,0.77,207.34
5107376,2,F01-1,0.77,208.24
5107377,2,F01-1,0.77,270.99
5107378,2,F01-1,0.77,212.33
5107379,2,F01-1,0.77,209.53
5107380,2,F01-1,0.77,208.68
5107381,2,F01-1,0.77,209.53
5107382,2,F01-1,0.77,210.1
5107383,2,F01-1,0.77,210.02
5107384,2,F01-1,0.77,210.79
5107385,2,F01-1,0.77,211.13
5107386,2,F01-1,0.77,209.39
5107387,2,F01-1,0.77,208.68
5107388,2,F01-1,0.77,217.19
5107389,2,F01-1,0.77,207.28
5107390,2,F01-1,0.77,214.65
5107391,2,F01-1,0.77,212.51
5107392,2,F01-1,0.77,216.23
5107393,2,F01-1,0.77,213.88
5107394,2,F01-1,0.77,211.76
5107395,2,F01-1,0.77,215.84
5107396,2,F01-1,0.77,213.94
5107397,2,F01-1,0.77,215.12
5107398,2,F01-1,0.77,216.12
5107399,2,F01-1,0.77,216.15
5107400,2,F01-1,0.77,213.95
5107401,2,F01-1,0.77,213.98
5107402,2,F01-1,0.77,214.87
5107403,2,F01-1,0.77,215.31
5107404,2,F01-1,0.77,250.6
5107405,2,F01-1,0.77,247.93
5107406,2,F01-1,0.77,214.69
5107407,2,F01-1,0.77,217.45
5107408,2,F01-1,0.77,215.52
5107409,2,F01-1,0.77,215.11
5107410,2,F01-1,0.77,214.28
5107411,2,F01-1,0.77,214.75
5107412,2,F01-1,0.77,216.08
5107413,2,F01-1,0.77,216.29
5107414,2,F01-1,0.77,215.95
5107415,2,F01-1,0.77,214.87
5107416,2,F01-1,0.77,215.84
5107417,2,F01-1,0.77,216.89
5107418,2,F01-1,0.77,216.3
5107419,2,F01-1,0.77,216.52
5107420,2,F01-1,0.77,216.98
5107421,2,F01-1,0.77,215.97
5107422,2,F01-1,0.77,216.52
5107423,2,F01-1,0.77,214.14
5107424,2,F01-1,0.77,214.49
5107425,2,F01-1,0.77,213.49
5107426,2,F01-1,0.77,214.14
5107427,2,F01-1,0.77,213.98
5107428,2,F01-1,0.77,216.95
5107429,2,F01-1,0.77,214.76
5107430,2,F01-1,0.77,214.01
5107431,2,F01-1,0.77,224.06
5107432,2,F01-1,0.77,269.77
5107433,2,F01-1,0.77,214.84
5107434,2,F01-1,0.77,214.28
5107435,2,F01-1,0.77,215.39
5107436,2,F01-1,0.77,214.76
5107437,2,F01-1,0.77,216.02
5107438,2,F01-1,0.77,217.07
5107439,2,F01-1,0.77,218.51
5107440,2,F01-1,0.77,216.94
5107441,2,F01-1,0.77,217.92
5107442,2,F01-1,0.77,217.41
5107443,2,F01-1,0.77,218.89
5107444,2,F01-1,0.77,218.47
5107874,2,F01-1,0.93,299.57
5107875,2,F01-1,0.93,298.32
5107876,2,F01-1,0.93,295.56
5107877,2,F01-1,0.93,295.44
5107878,2,F01-1,0.93,299.16
5107879,2,F01-1,0.93,298.58
5107880,2,F01-1,0.93,296.46
5107881,2,F01-1,0.93,296.36
5107882,2,F01-1,0.93,296.59
5107883,2,F01-1,0.93,296.72
5107884,2,F01-1,0.93,296.97
5107885,2,F01-1,0.93,296.37
5107886,2,F01-1,0.93,295.41
5107887,2,F01-1,0.93,296.61
5107888,2,F01-1,0.93,296.06
5107889,2,F01-1,0.93,299.68
5107890,2,F01-1,0.9,277.89
5107891,2,F01-1,0.86,257.68
5107892,2,F01-1,0.83,241.98
5107893,2,F01-1,0.8,229.43
5107895,2,F01-1,0.77,280.33
5107896,2,F01-1,0.77,218.9
5107898,2,F01-1,0.77,220.59
5107899,2,F01-1,0.77,221.53
5107902,2,F01-1,0.77,221.26
5107903,2,F01-1,0.77,219.34
5107904,2,F01-1,0.77,216.53
5107905,2,F01-1,0.77,216.89
5107906,2,F01-1,0.77,216.08
5107907,2,F01-1,0.77,217.14
5107909,2,F01-1,0.77,225.62
5107911,2,F01-1,0.77,215.78
5107912,2,F01-1,0.77,217.41
5107914,2,F01-1,0.77,216.76
5107915,2,F01-1,0.77,217.29
5107916,2,F01-1,0.77,216.33
5107917,2,F01-1,0.77,216.07
5107919,2,F01-1,0.77,216.1
5107920,2,F01-1,0.77,217.82
5107921,2,F01-1,0.77,216.53
5107922,2,F01-1,0.77,286.92
5107924,2,F01-1,0.77,217.55
5107925,2,F01-1,0.77,219.8
5107927,2,F01-1,0.77,220.13
5107928,2,F01-1,0.77,219.29
5107929,2,F01-1,0.77,220.77
5107931,2,F01-1,0.77,218.3
5107933,2,F01-1,0.77,217.89
5107934,2,F01-1,0.77,219.29
5107935,2,F01-1,0.77,219.64
5107936,2,F01-1,0.77,219.45
5107937,2,F01-1,0.77,217.95
5107938,2,F01-1,0.77,218.17
5107939,2,F01-1,0.77,218.65
5107940,2,F01-1,0.77,217.35
5107942,2,F01-1,0.77,215.64
5107943,2,F01-1,0.77,214.67
5107944,2,F01-1,0.77,214.53
5107945,2,F01-1,0.77,215.24
5107946,2,F01-1,0.77,217.57
5107947,2,F01-1,0.77,216.67
5107948,2,F01-1,0.77,216.93
5107950,2,F01-1,0.77,241.01
5107951,2,F01-1,0.77,215.88
5107952,2,F01-1,0.77,215.66
5107953,2,F01-1,0.77,216.73
5107955,2,F01-1,0.77,215.01
5107956,2,F01-1,0.77,214.71
5107957,2,F01-1,0.77,214.53
5107958,2,F01-1,0.77,215.47
5107959,2,F01-1,0.77,215.78
5107960,2,F01-1,0.77,214.97
5107961,2,F01-1,0.77,214.45
5107962,2,F01-1,0.77,215.74
5107963,2,F01-1,0.77,214.62
5107964,2,F01-1,0.77,217.22
5107965,2,F01-1,0.77,215.9
5107966,2,F01-1,0.77,215.12
5107967,2,F01-1,0.77,215.27
5107969,2,F01-1,0.77,213.61
5107970,2,F01-1,0.77,218.02
5107971,2,F01-1,0.77,214.81
5107972,2,F01-1,0.77,212.96
5107973,2,F01-1,0.77,213.1
5107974,2,F01-1,0.77,212.62
5107976,2,F01-1,0.77,229.93
5107977,2,F01-1,0.77,265.12
5107978,2,F01-1,0.77,214.61
5107979,2,F01-1,0.77,214.39
5107980,2,F01-1,0.77,214.99
5107981,2,F01-1,0.77,214.84
5107982,2,F01-1,0.77,215.78
5107983,2,F01-1,0.77,213.43
5107984,2,F01-1,0.77,212.01
5107985,2,F01-1,0.77,212.88
5107986,2,F01-1,0.77,213.09
5107987,2,F01-1,0.77,215.75
5107988,2,F01-1,0.77,213.61
5107989,2,F01-1,0.77,212.68
5107990,2,F01-1,0.77,215.21
5107991,2,F01-1,0.77,215.24
5107992,2,F01-1,0.77,217.05
5107993,2,F01-1,0.77,214.44
5107994,2,F01-1,0.77,212.68
5107995,2,F01-1,0.77,212.6
5107998,2,F01-1,0.77,218.79
5107999,2,F01-1,0.77,220.36
5108000,2,F01-1,0.77,217.44
5108001,2,F01-1,0.77,216.93
5108002,2,F01-1,0.77,217.73
5108003,2,F01-1,0.77,220.5
5108004,2,F01-1,0.77,275.91
5108005,2,F01-1,0.77,216.41
5108006,2,F01-1,0.77,216.95
5108007,2,F01-1,0.77,217.85
5108008,2,F01-1,0.77,217.26
5108009,2,F01-1,0.77,216.21
5108010,2,F01-1,0.77,217.67
5108011,2,F01-1,0.77,217.23
5108012,2,F01-1,0.77,218.01
5108013,2,F01-1,0.77,217.4
