timeid,fig_dataset,fig_no,rpm_percentage,me_sfoc
5148040,9,F02-1,0.79,203.19
5148041,9,F02-1,0.79,203.29
5148042,9,F02-1,0.79,203.15
5148043,9,F02-1,0.79,203.41
5148044,9,F02-1,0.79,203.51
5148045,9,F02-1,0.79,203.44
5148046,9,F02-1,0.79,203.44
5148047,9,F02-1,0.79,203.43
5148048,9,F02-1,0.79,203.27
5148049,9,F02-1,0.79,203.51
5148050,9,F02-1,0.79,203.62
5148051,9,F02-1,0.79,203.66
5148052,9,F02-1,0.79,203.73
5148053,9,F02-1,0.79,203.4
5148054,9,F02-1,0.79,203.36
5148055,9,F02-1,0.79,203.42
5148056,9,F02-1,0.79,202.99
5148057,9,F02-1,0.79,203.25
5148059,9,F02-1,0.79,203.34
5148060,9,F02-1,0.79,261.61
5148061,9,F02-1,0.79,203.32
5148062,9,F02-1,0.79,203.43
5148063,9,F02-1,0.79,203.29
5148064,9,F02-1,0.79,203.28
5148065,9,F02-1,0.79,203.25
5148066,9,F02-1,0.79,202.9
5148067,9,F02-1,0.79,202.91
5148068,9,F02-1,0.79,203.02
5148069,9,F02-1,0.79,203.22
5148070,9,F02-1,0.79,203.07
5148071,9,F02-1,0.79,203.16
5148072,9,F02-1,0.79,203.07
5148073,9,F02-1,0.79,203.25
5148074,9,F02-1,0.79,203.26
5148075,9,F02-1,0.79,203.07
5148076,9,F02-1,0.79,203.07
5148077,9,F02-1,0.79,202.9
5148078,9,F02-1,0.79,203.01
5148079,9,F02-1,0.79,203.13
5148080,9,F02-1,0.79,203.35
5148081,9,F02-1,0.79,203.55
5148082,9,F02-1,0.79,203.41
5148083,9,F02-1,0.79,203.5
5148084,9,F02-1,0.79,203.18
5148085,9,F02-1,0.79,203.27
5148086,9,F02-1,0.79,203.19
5148087,9,F02-1,0.79,260.6
5148088,9,F02-1,0.79,202.98
5148089,9,F02-1,0.79,203.15
5148090,9,F02-1,0.79,203.27
5148091,9,F02-1,0.79,203.01
5148092,9,F02-1,0.79,203.3
5148093,9,F02-1,0.79,203.35
5148094,9,F02-1,0.79,202.98
5148095,9,F02-1,0.79,203.0
5148096,9,F02-1,0.79,202.9
5148097,9,F02-1,0.79,203.41
5148098,9,F02-1,0.79,203.03
5148099,9,F02-1,0.79,203.03
5148100,9,F02-1,0.79,203.31
5148101,9,F02-1,0.79,203.19
5148102,9,F02-1,0.79,203.0
5148103,9,F02-1,0.79,203.17
5148104,9,F02-1,0.79,203.08
5148105,9,F02-1,0.79,203.3
5148106,9,F02-1,0.79,203.2
5148110,9,F02-1,0.79,202.6
5148111,9,F02-1,0.79,202.72
5148112,9,F02-1,0.79,203.26
5148113,9,F02-1,0.79,203.15
5148114,9,F02-1,0.79,241.14
5148115,9,F02-1,0.79,222.76
5148116,9,F02-1,0.79,202.86
5148117,9,F02-1,0.79,203.0
5148119,9,F02-1,0.79,202.99
5148120,9,F02-1,0.79,203.1
5148121,9,F02-1,0.79,202.89
5148122,9,F02-1,0.79,203.21
5148123,9,F02-1,0.79,202.78
5148124,9,F02-1,0.79,202.83
5148125,9,F02-1,0.79,202.71
5148126,9,F02-1,0.79,202.78
5148127,9,F02-1,0.79,202.62
5148128,9,F02-1,0.79,202.89
5148129,9,F02-1,0.79,202.61
5148130,9,F02-1,0.79,202.47
5148131,9,F02-1,0.79,202.29
5148132,9,F02-1,0.79,202.49
5148133,9,F02-1,0.79,202.61
5148134,9,F02-1,0.79,202.46
5148135,9,F02-1,0.79,202.8
5148136,9,F02-1,0.79,202.96
5148137,9,F02-1,0.79,202.79
5148138,9,F02-1,0.79,202.78
5148139,9,F02-1,0.79,202.68
5148140,9,F02-1,0.79,202.65
5148141,9,F02-1,0.79,204.98
5148142,9,F02-1,0.79,258.05
5148143,9,F02-1,0.79,202.95
5148144,9,F02-1,0.79,202.96
5148145,9,F02-1,0.79,202.86
5148146,9,F02-1,0.79,202.74
5148147,9,F02-1,0.79,202.94
5148148,9,F02-1,0.79,202.96
5148149,9,F02-1,0.79,203.12
5148150,9,F02-1,0.79,202.97
5148151,9,F02-1,0.79,203.18
5148152,9,F02-1,0.79,203.33
5148153,9,F02-1,0.79,202.67
5148154,9,F02-1,0.79,203.04
5148155,9,F02-1,0.79,203.08
5148156,9,F02-1,0.79,203.02
5148157,9,F02-1,0.79,202.8
5148158,9,F02-1,0.79,202.81
5148159,9,F02-1,0.79,202.75
5148160,9,F02-1,0.79,202.25
5148161,9,F02-1,0.79,202.72
5148162,9,F02-1,0.79,202.75
5148163,9,F02-1,0.79,202.67
5148164,9,F02-1,0.79,202.39
5148165,9,F02-1,0.79,202.47
5148166,9,F02-1,0.79,202.66
5148167,9,F02-1,0.79,202.41
5148168,9,F02-1,0.79,202.47
5148169,9,F02-1,0.79,259.86
5148170,9,F02-1,0.79,202.51
5148171,9,F02-1,0.79,202.67
5148172,9,F02-1,0.79,202.94
5148173,9,F02-1,0.79,202.76
5148174,9,F02-1,0.79,203.05
5148175,9,F02-1,0.79,203.25
5148176,9,F02-1,0.79,203.1
5148177,9,F02-1,0.79,203.29
5148178,9,F02-1,0.79,202.84
5148179,9,F02-1,0.79,202.97
5148180,9,F02-1,0.79,203.0
5148181,9,F02-1,0.8,202.1
5148182,9,F02-1,0.82,200.78
5148183,9,F02-1,0.84,199.97
5148184,9,F02-1,0.86,199.06
5148185,9,F02-1,0.87,198.15
5148186,9,F02-1,0.89,198.16
5148187,9,F02-1,0.91,198.3
5148188,9,F02-1,0.91,198.46
5148189,9,F02-1,0.91,198.48
5148190,9,F02-1,0.91,198.37
5148191,9,F02-1,0.91,198.59
5148192,9,F02-1,0.91,198.33
5148193,9,F02-1,0.91,198.73
5148194,9,F02-1,0.91,198.84
5148195,9,F02-1,0.91,198.77
5148196,9,F02-1,0.91,236.25
5148197,9,F02-1,0.91,198.82
5148198,9,F02-1,0.91,198.69
5148199,9,F02-1,0.91,198.89
5148200,9,F02-1,0.91,199.12
5148201,9,F02-1,0.91,199.26
5148202,9,F02-1,0.91,199.29
5148203,9,F02-1,0.91,199.12
5148204,9,F02-1,0.91,199.29
5148205,9,F02-1,0.91,199.45
5148206,9,F02-1,0.91,199.37
5148207,9,F02-1,0.91,199.16
5148208,9,F02-1,0.91,199.38
5148209,9,F02-1,0.91,199.4
5148210,9,F02-1,0.91,199.46
5148211,9,F02-1,0.91,199.5
5148212,9,F02-1,0.91,199.62
5148213,9,F02-1,0.91,199.84
5148214,9,F02-1,0.91,199.71
5148215,9,F02-1,0.91,199.94
5148216,9,F02-1,0.91,199.81
5148217,9,F02-1,0.91,199.68
5148218,9,F02-1,0.83,205.16
5148219,9,F02-1,0.79,204.82
5148220,9,F02-1,0.79,204.5
5148221,9,F02-1,0.79,204.63
5148222,9,F02-1,0.79,204.87
5148223,9,F02-1,0.79,233.41
5148224,9,F02-1,0.79,235.29
5148225,9,F02-1,0.79,205.36
5148226,9,F02-1,0.79,204.96
5148227,9,F02-1,0.79,204.92
5148228,9,F02-1,0.79,204.62
5148229,9,F02-1,0.79,204.92
5148230,9,F02-1,0.79,204.95
5148231,9,F02-1,0.79,205.15
5148232,9,F02-1,0.79,205.05
5148233,9,F02-1,0.79,204.67
5148234,9,F02-1,0.79,204.47
5148235,9,F02-1,0.79,204.43
5148236,9,F02-1,0.79,204.44
5148237,9,F02-1,0.79,204.31
5148238,9,F02-1,0.79,204.24
5148239,9,F02-1,0.79,204.35
5148240,9,F02-1,0.79,204.41
5148241,9,F02-1,0.79,204.57
5148242,9,F02-1,0.79,204.67
5148243,9,F02-1,0.79,204.74
5148244,9,F02-1,0.79,204.93
5148245,9,F02-1,0.79,204.82
5148246,9,F02-1,0.79,205.15
5148247,9,F02-1,0.79,204.85
5148248,9,F02-1,0.79,204.55
5148249,9,F02-1,0.79,204.55
5148250,9,F02-1,0.79,204.74
5148251,9,F02-1,0.79,261.67
5148252,9,F02-1,0.79,204.36
5148253,9,F02-1,0.79,204.55
5148254,9,F02-1,0.79,204.38
5148255,9,F02-1,0.79,204.75
5148256,9,F02-1,0.79,204.67
5148257,9,F02-1,0.79,204.24
5148258,9,F02-1,0.79,204.22
5148259,9,F02-1,0.79,204.34
5148260,9,F02-1,0.79,204.54
5148261,9,F02-1,0.79,204.21
5148262,9,F02-1,0.79,204.38
5148263,9,F02-1,0.79,204.5
5148264,9,F02-1,0.79,204.55
5148265,9,F02-1,0.79,204.5
5148266,9,F02-1,0.79,204.28
5148267,9,F02-1,0.79,204.41
5148268,9,F02-1,0.79,204.23
5148269,9,F02-1,0.79,204.33
5148270,9,F02-1,0.79,204.31
5148271,9,F02-1,0.79,203.95
5148272,9,F02-1,0.79,204.05
5148273,9,F02-1,0.79,203.64
5148274,9,F02-1,0.79,203.64
5148275,9,F02-1,0.79,203.83
5148276,9,F02-1,0.79,203.87
5148277,9,F02-1,0.79,203.96
5148278,9,F02-1,0.79,261.35
5148279,9,F02-1,0.79,203.74
5148280,9,F02-1,0.79,204.18
5148281,9,F02-1,0.79,204.2
5148282,9,F02-1,0.79,203.98
5148283,9,F02-1,0.79,203.73
5148284,9,F02-1,0.79,203.97
5148285,9,F02-1,0.79,204.21
5148286,9,F02-1,0.79,204.23
5148287,9,F02-1,0.79,204.03
5148288,9,F02-1,0.79,204.01
5148289,9,F02-1,0.79,203.91
5148290,9,F02-1,0.79,204.01
5148291,9,F02-1,0.79,204.12
5148292,9,F02-1,0.79,204.24
5148293,9,F02-1,0.79,204.15
5148294,9,F02-1,0.79,204.28
5148295,9,F02-1,0.79,204.18
5148296,9,F02-1,0.79,204.1
5148297,9,F02-1,0.79,204.23
5148298,9,F02-1,0.79,204.6
5148299,9,F02-1,0.79,204.39
5148300,9,F02-1,0.79,204.27
5148301,9,F02-1,0.79,204.6
5148302,9,F02-1,0.79,204.16
5148303,9,F02-1,0.79,204.13
5148304,9,F02-1,0.79,204.26
5148305,9,F02-1,0.79,260.53
5148306,9,F02-1,0.79,206.17
5148307,9,F02-1,0.79,204.09
5148308,9,F02-1,0.79,203.58
5148309,9,F02-1,0.79,203.79
5148310,9,F02-1,0.79,203.9
5148311,9,F02-1,,
5148312,9,F02-1,0.79,203.77
5148313,9,F02-1,0.79,204.02
5148314,9,F02-1,0.79,204.38
5148315,9,F02-1,0.79,204.26
5148316,9,F02-1,0.79,203.83
5148317,9,F02-1,0.79,203.97
5148318,9,F02-1,0.79,203.77
5148319,9,F02-1,0.79,203.58
5148320,9,F02-1,0.79,203.97
5148321,9,F02-1,0.79,203.96
5148322,9,F02-1,0.79,204.28
5148323,9,F02-1,0.79,204.16
5148324,9,F02-1,0.79,204.08
5148325,9,F02-1,0.79,204.06
5148326,9,F02-1,0.79,204.1
5148327,9,F02-1,0.79,204.15
5148328,9,F02-1,0.79,204.14
5148329,9,F02-1,0.79,203.93
5148330,9,F02-1,,
5148331,9,F02-1,0.79,203.84
5148332,9,F02-1,0.79,222.93
5148333,9,F02-1,0.79,241.12
5148334,9,F02-1,0.79,203.95
5148335,9,F02-1,0.79,203.55
5148336,9,F02-1,0.79,203.63
5148337,9,F02-1,0.79,203.56
5148338,9,F02-1,0.79,203.43
5148339,9,F02-1,0.79,203.21
5148340,9,F02-1,0.79,203.36
5148341,9,F02-1,0.79,203.58
5148342,9,F02-1,0.79,203.31
5148343,9,F02-1,0.79,203.57
5148344,9,F02-1,0.79,203.34
5148345,9,F02-1,0.79,203.62
5148346,9,F02-1,0.79,203.69
5148347,9,F02-1,0.79,203.31
5148348,9,F02-1,0.79,203.56
5148349,9,F02-1,0.79,203.48
5148350,9,F02-1,0.79,203.41
5148351,9,F02-1,0.79,203.54
5148352,9,F02-1,0.79,203.23
5148353,9,F02-1,0.79,203.28
5148354,9,F02-1,0.79,203.28
5148355,9,F02-1,0.79,203.13
5148356,9,F02-1,0.79,203.08
5148357,9,F02-1,0.79,203.27
5148358,9,F02-1,,
5148359,9,F02-1,0.79,203.28
5148360,9,F02-1,0.79,258.82
5148361,9,F02-1,0.79,202.92
5148362,9,F02-1,0.79,203.21
5148363,9,F02-1,0.79,203.85
5148364,9,F02-1,0.79,203.3
5148365,9,F02-1,0.79,203.34
5148366,9,F02-1,0.79,203.39
5148367,9,F02-1,0.79,203.08
5148368,9,F02-1,0.79,203.16
5148369,9,F02-1,0.79,202.98
5148370,9,F02-1,0.79,203.3
5148371,9,F02-1,0.79,203.16
5148372,9,F02-1,0.79,202.99
5148373,9,F02-1,0.79,203.08
5148374,9,F02-1,0.79,203.19
5148375,9,F02-1,0.79,203.11
5148376,9,F02-1,0.79,203.09
5148377,9,F02-1,0.79,202.9
5148378,9,F02-1,0.79,203.18
5148379,9,F02-1,0.79,202.97
5148380,9,F02-1,0.79,202.8
5148381,9,F02-1,0.79,203.2
5148382,9,F02-1,0.79,203.37
5148383,9,F02-1,0.79,203.0
5148384,9,F02-1,0.79,202.99
5148385,9,F02-1,0.79,203.16
5148386,9,F02-1,0.79,203.26
5148387,9,F02-1,0.79,259.37
5148388,9,F02-1,0.79,203.08
5148389,9,F02-1,0.79,203.09
5148390,9,F02-1,0.79,202.82
5148391,9,F02-1,0.79,202.72
5148392,9,F02-1,0.79,202.67
5148393,9,F02-1,0.79,202.7
5148394,9,F02-1,0.79,203.08
5148395,9,F02-1,0.79,203.19
5148396,9,F02-1,0.79,203.24
5148397,9,F02-1,0.79,203.11
5148398,9,F02-1,0.79,203.31
5148399,9,F02-1,0.79,203.05
5148400,9,F02-1,0.79,203.02
5148401,9,F02-1,0.79,202.89
5148402,9,F02-1,0.79,203.16
5148403,9,F02-1,0.79,203.26
5148404,9,F02-1,0.79,203.16
5148405,9,F02-1,0.79,203.16
5148406,9,F02-1,0.79,203.56
5148407,9,F02-1,0.79,203.38
5148408,9,F02-1,0.79,203.16
5148409,9,F02-1,0.79,203.19
5148410,9,F02-1,0.79,203.07
5148411,9,F02-1,0.79,203.12
5148412,9,F02-1,0.79,203.3
5148413,9,F02-1,0.79,203.31
5148414,9,F02-1,0.79,249.16
5148415,9,F02-1,0.79,213.6
5148416,9,F02-1,0.79,202.83
5148417,9,F02-1,0.79,203.3
5148418,9,F02-1,0.79,202.84
5148419,9,F02-1,0.79,202.89
5148420,9,F02-1,0.79,202.75
5148421,9,F02-1,0.79,202.9
5148422,9,F02-1,0.79,202.99
5148423,9,F02-1,0.79,203.35
5148424,9,F02-1,0.79,203.27
5148425,9,F02-1,0.79,203.01
5148426,9,F02-1,0.79,202.97
5148427,9,F02-1,0.79,203.2
5148428,9,F02-1,0.79,203.37
5148429,9,F02-1,0.79,203.26
5148430,9,F02-1,0.79,202.75
5148431,9,F02-1,0.79,202.85
5148432,9,F02-1,0.79,203.2
5148433,9,F02-1,0.79,203.09
5148434,9,F02-1,0.79,202.9
5148435,9,F02-1,0.79,203.04
5148436,9,F02-1,0.79,202.96
5148437,9,F02-1,0.79,202.98
5148438,9,F02-1,0.79,203.07
5148439,9,F02-1,0.79,202.99
5148440,9,F02-1,0.79,203.04
5148441,9,F02-1,0.79,212.62
5148442,9,F02-1,0.79,251.08
5148443,9,F02-1,0.79,202.69
5148444,9,F02-1,0.79,203.24
5148445,9,F02-1,0.79,203.06
5148446,9,F02-1,0.79,202.91
5148447,9,F02-1,0.79,203.3
5148448,9,F02-1,0.79,203.19
5148449,9,F02-1,0.79,203.23
5148450,9,F02-1,0.79,203.01
5148451,9,F02-1,0.79,203.18
5148452,9,F02-1,0.79,203.16
5148453,9,F02-1,0.79,203.28
5148454,9,F02-1,0.79,203.44
5148455,9,F02-1,0.79,203.42
5148456,9,F02-1,0.79,203.13
5148457,9,F02-1,0.79,203.27
5148458,9,F02-1,0.79,202.92
5148459,9,F02-1,0.79,203.31
5148460,9,F02-1,0.79,203.03
5148461,9,F02-1,0.79,203.4
5148462,9,F02-1,0.79,202.91
5148463,9,F02-1,0.79,202.9
5148464,9,F02-1,0.79,202.79
5148465,9,F02-1,0.79,202.96
5148466,9,F02-1,0.79,202.95
5148467,9,F02-1,0.79,202.88
5148468,9,F02-1,0.79,203.07
5148469,9,F02-1,0.79,259.62
5148470,9,F02-1,0.79,203.11
5148471,9,F02-1,0.79,203.04
5148472,9,F02-1,0.79,203.21
5148473,9,F02-1,0.79,202.83
5148474,9,F02-1,0.79,202.94
5148475,9,F02-1,0.79,202.93
5148476,9,F02-1,0.79,203.15
5148477,9,F02-1,0.79,203.35
5148478,9,F02-1,0.79,203.18
5148479,9,F02-1,0.79,203.24
5148480,9,F02-1,0.79,203.58
5148481,9,F02-1,0.79,203.29
5148482,9,F02-1,0.79,203.25
5148483,9,F02-1,0.79,203.29
5148484,9,F02-1,0.79,203.46
5148485,9,F02-1,0.79,203.44
5148486,9,F02-1,0.79,203.53
5148487,9,F02-1,0.79,203.38
5148488,9,F02-1,0.79,203.46
5148489,9,F02-1,0.79,203.55
5148490,9,F02-1,0.79,203.14
5148491,9,F02-1,0.79,203.13
5148492,9,F02-1,0.79,203.52
5148493,9,F02-1,0.79,203.57
5148494,9,F02-1,0.79,203.75
5148495,9,F02-1,0.79,203.62
5148496,9,F02-1,0.79,261.04
5148497,9,F02-1,0.79,203.54
5148498,9,F02-1,0.79,203.47
5148499,9,F02-1,0.79,203.38
5148500,9,F02-1,0.79,203.47
5148501,9,F02-1,0.79,203.31
5148502,9,F02-1,0.79,203.11
5148503,9,F02-1,0.79,202.86
5148504,9,F02-1,0.79,203.09
5148505,9,F02-1,0.79,203.12
5148506,9,F02-1,0.79,203.37
5148507,9,F02-1,0.79,203.39
5148508,9,F02-1,0.79,203.05
5148509,9,F02-1,0.79,203.15
5148510,9,F02-1,0.79,203.21
5148511,9,F02-1,0.79,202.96
5148512,9,F02-1,0.79,203.08
5148513,9,F02-1,0.79,202.85
5148514,9,F02-1,0.79,202.79
5148515,9,F02-1,0.79,202.63
5148516,9,F02-1,0.79,202.34
5148517,9,F02-1,0.79,202.65
5148518,9,F02-1,0.79,202.58
5148519,9,F02-1,0.79,202.25
5148520,9,F02-1,0.79,202.12
5148521,9,F02-1,0.79,202.28
5148522,9,F02-1,0.79,201.89
5148523,9,F02-1,0.79,238.24
5148524,9,F02-1,0.79,220.58
5148525,9,F02-1,0.79,201.7
5148526,9,F02-1,0.79,201.48
5148527,9,F02-1,0.79,201.44
5148528,9,F02-1,0.79,201.75
5148529,9,F02-1,0.79,201.79
5148530,9,F02-1,0.79,201.89
5148531,9,F02-1,0.79,201.51
5148532,9,F02-1,0.79,201.64
5148533,9,F02-1,0.79,201.79
5148534,9,F02-1,0.79,201.81
5148535,9,F02-1,0.79,201.59
5148536,9,F02-1,0.78,202.08
5148537,9,F02-1,0.77,202.39
5148538,9,F02-1,0.77,202.54
5148539,9,F02-1,0.77,202.36
5148540,9,F02-1,0.77,202.39
5148541,9,F02-1,0.77,202.66
5148542,9,F02-1,0.77,202.51
5148543,9,F02-1,0.77,202.86
5148544,9,F02-1,0.77,202.53
5148545,9,F02-1,0.77,202.63
5148546,9,F02-1,0.77,202.89
5148547,9,F02-1,0.77,202.71
5148548,9,F02-1,0.77,202.62
5148549,9,F02-1,0.77,202.34
5148550,9,F02-1,0.77,204.31
5148551,9,F02-1,0.77,255.85
5148552,9,F02-1,0.77,202.58
5148553,9,F02-1,0.77,202.43
5148554,9,F02-1,0.77,202.48
5148555,9,F02-1,0.77,202.26
5148556,9,F02-1,0.77,202.58
5148557,9,F02-1,0.77,202.53
5148558,9,F02-1,0.77,202.67
5148559,9,F02-1,0.77,202.55
5148560,9,F02-1,0.77,202.73
5148561,9,F02-1,0.77,202.53
5148562,9,F02-1,0.77,202.63
5148563,9,F02-1,0.77,202.69
5148564,9,F02-1,0.77,202.84
5148565,9,F02-1,0.77,202.82
5148566,9,F02-1,0.77,202.83
5148567,9,F02-1,0.77,202.53
5148568,9,F02-1,0.77,202.44
5148569,9,F02-1,0.77,202.59
5148570,9,F02-1,0.77,202.23
5148571,9,F02-1,0.77,202.08
5148572,9,F02-1,0.77,202.07
5148573,9,F02-1,0.77,202.0
5148574,9,F02-1,0.77,202.04
5148575,9,F02-1,0.77,201.62
5148576,9,F02-1,0.77,201.88
5148577,9,F02-1,0.77,201.88
5148578,9,F02-1,0.77,258.64
5148579,9,F02-1,0.77,201.72
5148580,9,F02-1,0.77,201.98
5148581,9,F02-1,0.77,201.86
5148582,9,F02-1,0.77,202.03
5148583,9,F02-1,0.77,202.56
5148584,9,F02-1,0.77,202.2
5148585,9,F02-1,0.77,202.13
5148586,9,F02-1,0.77,202.5
5148587,9,F02-1,0.77,202.29
5148588,9,F02-1,0.77,202.22
5148589,9,F02-1,0.77,202.14
5148590,9,F02-1,0.77,201.96
5148591,9,F02-1,0.77,202.09
5148592,9,F02-1,0.77,202.18
5148593,9,F02-1,0.77,202.54
5148594,9,F02-1,0.77,202.02
5148595,9,F02-1,0.77,202.17
5148596,9,F02-1,0.77,202.47
5148597,9,F02-1,0.77,202.09
5148598,9,F02-1,0.77,201.8
5148599,9,F02-1,0.77,201.98
5148600,9,F02-1,0.77,201.87
5148601,9,F02-1,0.77,201.78
5148602,9,F02-1,0.77,202.05
5148603,9,F02-1,0.77,202.41
5148604,9,F02-1,0.77,202.09
5148605,9,F02-1,0.77,260.25
5148606,9,F02-1,0.77,202.53
5148607,9,F02-1,0.77,202.15
5148608,9,F02-1,0.77,202.1
5148609,9,F02-1,0.77,203.22
5148610,9,F02-1,0.77,202.93
5148611,9,F02-1,0.77,202.9
5148612,9,F02-1,0.77,202.68
5148613,9,F02-1,0.77,202.28
5148614,9,F02-1,0.77,202.6
5148615,9,F02-1,0.77,202.95
5148616,9,F02-1,0.77,202.42
5148617,9,F02-1,0.77,202.52
5148618,9,F02-1,0.77,202.54
5148619,9,F02-1,0.77,202.48
5148620,9,F02-1,0.77,202.3
5148621,9,F02-1,0.77,202.3
5148622,9,F02-1,0.77,201.77
5148623,9,F02-1,0.77,201.61
5148624,9,F02-1,0.77,201.98
5148625,9,F02-1,0.77,201.91
5148626,9,F02-1,0.77,201.8
5148627,9,F02-1,0.77,201.83
5148628,9,F02-1,0.77,202.01
5148629,9,F02-1,0.77,202.47
5148630,9,F02-1,0.77,202.07
5148631,9,F02-1,0.77,202.08
5148632,9,F02-1,0.77,226.11
5148633,9,F02-1,0.77,233.27
5148634,9,F02-1,0.77,201.68
5148635,9,F02-1,0.77,201.62
5148636,9,F02-1,0.77,201.59
5148637,9,F02-1,0.77,201.47
5148638,9,F02-1,0.77,202.02
5148639,9,F02-1,0.77,201.64
5148640,9,F02-1,0.77,201.88
5148641,9,F02-1,0.77,201.67
5148642,9,F02-1,0.77,201.49
5148643,9,F02-1,0.77,201.38
5148644,9,F02-1,0.77,201.22
5148645,9,F02-1,0.77,201.5
5148646,9,F02-1,0.77,201.36
5148647,9,F02-1,0.77,201.54
5148648,9,F02-1,0.77,201.37
5148649,9,F02-1,0.77,201.19
5148650,9,F02-1,0.77,201.45
5148651,9,F02-1,0.77,201.09
5148652,9,F02-1,0.77,201.32
5148653,9,F02-1,0.77,201.14
5148654,9,F02-1,0.77,201.24
5148655,9,F02-1,0.77,201.22
5148656,9,F02-1,0.77,201.0
5148657,9,F02-1,0.77,201.01
5148658,9,F02-1,0.77,200.95
5148659,9,F02-1,0.77,201.03
5148660,9,F02-1,0.77,257.08
5148661,9,F02-1,0.77,201.4
5148662,9,F02-1,0.77,201.51
5148663,9,F02-1,0.77,201.57
5148664,9,F02-1,0.77,201.14
5148665,9,F02-1,0.77,201.59
5148666,9,F02-1,0.77,201.18
5148667,9,F02-1,0.77,201.22
5148668,9,F02-1,0.77,201.34
5148669,9,F02-1,0.77,201.59
5148670,9,F02-1,0.77,201.27
5148671,9,F02-1,0.77,201.69
5148672,9,F02-1,0.77,201.44
5148673,9,F02-1,0.77,201.35
5148674,9,F02-1,0.77,200.95
5148675,9,F02-1,0.77,201.31
5148676,9,F02-1,0.77,201.46
5148677,9,F02-1,0.77,201.24
5148678,9,F02-1,0.77,201.49
5148679,9,F02-1,0.77,201.32
5148680,9,F02-1,0.77,201.47
5148681,9,F02-1,0.77,201.31
5148682,9,F02-1,0.77,201.45
5148683,9,F02-1,0.77,201.15
5148684,9,F02-1,0.77,201.01
5148685,9,F02-1,0.77,200.88
5148686,9,F02-1,0.77,201.08
5148687,9,F02-1,0.77,256.43
5148688,9,F02-1,0.77,200.82
5148689,9,F02-1,0.77,201.12
5148690,9,F02-1,0.77,200.66
5148691,9,F02-1,0.77,201.2
5148692,9,F02-1,0.77,201.06
5148693,9,F02-1,0.77,200.88
5148694,9,F02-1,0.77,201.2
5148695,9,F02-1,0.77,200.83
5148696,9,F02-1,0.77,201.2
5148697,9,F02-1,0.77,201.26
5148698,9,F02-1,0.77,200.9
5148699,9,F02-1,0.77,201.43
5148700,9,F02-1,0.77,201.22
5148701,9,F02-1,0.77,201.1
5148702,9,F02-1,0.77,200.89
5148703,9,F02-1,0.77,201.06
5148704,9,F02-1,0.77,200.7
5148705,9,F02-1,0.77,201.06
5148706,9,F02-1,0.77,200.98
5148707,9,F02-1,0.77,201.18
5148708,9,F02-1,0.77,200.55
5148709,9,F02-1,0.77,200.72
5148710,9,F02-1,0.77,200.99
5148713,9,F02-1,0.77,201.14
5148714,9,F02-1,0.77,247.64
5148715,9,F02-1,0.77,210.34
5148716,9,F02-1,0.77,201.06
5148717,9,F02-1,0.77,201.16
5148718,9,F02-1,0.77,201.1
5148719,9,F02-1,0.77,201.29
5148720,9,F02-1,0.77,201.03
5148721,9,F02-1,0.77,201.43
5148722,9,F02-1,0.77,201.21
5148723,9,F02-1,0.77,200.58
5148724,9,F02-1,0.77,200.85
5148725,9,F02-1,0.77,200.95
5148726,9,F02-1,0.77,201.05
5148727,9,F02-1,0.77,201.32
5148728,9,F02-1,0.77,201.02
5148729,9,F02-1,0.77,201.11
5148730,9,F02-1,0.77,201.25
5148731,9,F02-1,0.77,201.6
5148732,9,F02-1,0.77,201.51
5148733,9,F02-1,0.77,201.4
5148734,9,F02-1,0.77,201.45
5148735,9,F02-1,0.77,201.45
5148736,9,F02-1,0.77,201.02
5148737,9,F02-1,0.77,201.49
5148738,9,F02-1,0.77,201.83
5148739,9,F02-1,0.77,201.52
5148740,9,F02-1,0.77,201.74
5148741,9,F02-1,0.77,211.54
5148742,9,F02-1,0.77,252.64
5148743,9,F02-1,0.77,201.9
5148744,9,F02-1,0.77,202.2
5148745,9,F02-1,0.77,202.36
5148746,9,F02-1,0.77,202.23
5148747,9,F02-1,0.77,202.45
5148748,9,F02-1,0.77,202.26
5148749,9,F02-1,0.77,202.76
5148750,9,F02-1,0.77,202.64
5148751,9,F02-1,0.77,202.43
5148752,9,F02-1,0.77,202.68
5148753,9,F02-1,0.77,202.88
5148754,9,F02-1,0.77,203.18
5148755,9,F02-1,0.77,203.19
5148756,9,F02-1,0.77,202.95
5148757,9,F02-1,0.77,203.04
5148758,9,F02-1,0.77,203.14
5148759,9,F02-1,0.77,202.56
5148760,9,F02-1,0.77,202.78
5148761,9,F02-1,0.77,202.96
5148762,9,F02-1,0.77,203.95
5148763,9,F02-1,0.77,203.54
5148764,9,F02-1,0.77,203.28
5148765,9,F02-1,0.77,203.62
5148766,9,F02-1,0.77,203.3
5148767,9,F02-1,0.77,203.46
5148768,9,F02-1,0.77,203.74
5148769,9,F02-1,0.77,269.07
5148770,9,F02-1,0.77,203.37
5148771,9,F02-1,0.77,203.22
5148772,9,F02-1,0.77,203.33
5148773,9,F02-1,0.77,203.29
5148774,9,F02-1,0.77,203.25
5148775,9,F02-1,0.77,203.47
5148776,9,F02-1,0.77,203.43
5148777,9,F02-1,0.77,203.68
5148778,9,F02-1,0.77,203.51
5148779,9,F02-1,0.77,203.84
5148780,9,F02-1,0.77,203.73
5148781,9,F02-1,0.77,203.56
5148782,9,F02-1,0.77,203.79
